WK,SZN,SLPR_ID,PLAYER NAME,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP%,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE
7,,4981,,WR,31.0,TEN,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NE,11,OUT,OUT,OUT
7,,12544,,RB,21.3,JAX,64.0,65,67,1.4,0.9,0.4,1,1,0,77,16,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,1,0,0,0,1,3,4,4.0,4.0,0,0,0,4,0,0,0,0,21.0%,0,0.00,NA,0,NA,0,1,0.000,0.0,NA,2.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,4,vs LAR,30,·,3,-1.1
7,,4039,,WR,32.5,SEA,81.0,77,69,3.2,2.7,2.2,1,1,1,72,54,0,,0,1,0,0,1,1,0.00,0,0,0,0,0.00,0.00,1,18,0,1,0,1,14,32,32.0,32.0,0,0,0,32,0,NA,0,0,75.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,29,3.1%,1.10,0,0.0%,NA,NA,NA,NA,0.034,NA,32,vs HOU,29,·,10,-7.2
7,,4018,,RB,29.4,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ SEA,14,PUP,PUP,PUP
7,,12511,,QB,24.2,PIT,999.0,999,999,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CIN,11,IR,IR,IR
7,,5857,,TE,28.0,CIN,10.0,10,9,14.4,12.4,10.4,1,1,0,76,52,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,13,0,2,1,4,31,44,11.0,11.0,0,0,0,44,0,NA,0,0,68.0%,NA,NA,NA,0,NA,3,4,0.750,3.0,35,8.5%,1.26,0,NA,NA,NA,NA,NA,0.057,NA,44,vs PIT,3,·,8,6.6
7,,6865,,TE,26.9,LAR,22.0,22,20,7.7,6.2,4.7,1,1,1,70,33,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,20,0,2,0,3,27,47,15.7,15.7,0,0,0,47,0,NA,0,0,47.0%,NA,NA,NA,0,NA,2,3,0.667,2.0,9,9.1%,5.22,0,NA,NA,NA,NA,NA,0.222,NA,47,@ JAX,23,·,2,6.1
7,,5906,,TE,29.1,BUF,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
7,,7607,,RB,26.6,ARI,38.0,39,38,5.6,4.6,3.6,1,1,0,76,28,0,,0,0,0,0,0,0,0.00,11,0,0,0,0.00,0.00,2,5,0,2,0,2,20,25,12.5,12.5,7,0,1,36,0,14,11,1.57,37.0%,1,2.00,0.143,1,0.343,3,9,0.333,3.0,NA,5.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,36,vs GB,NA,NA,NA,NA
7,,11651,,RB,25.4,SF,999.0,999,999,0,0,0,1,0,0,67,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ATL,31,·,0,-0.3
7,,11623,,WR,25.2,LAR,84.0,90,93,2.9,1.9,0.9,1,1,1,70,42,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,-2,0,1,0,4,11,9,4.5,2.3,0,0,0,9,0,NA,0,0,60.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,21,12.1%,0.43,0,NA,NA,NA,NA,NA,0.048,NA,9,@ JAX,8,·,9,-5.9
7,,7670,,WR,26.2,BUF,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
7,,11834,,WR,28.0,NO,999.0,999,999,0,0,0,1,1,0,56,15,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,27.0%,NA,NA,NA,0,NA,0,0,NA,0.0,8,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ CHI,7,·,4,-3.8
7,,8698,,TE,26.4,SF,999.0,999,999,0,0,0,1,1,0,67,8,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,12.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ATL,32,·,2,-2.3
7,,8119,,WR,25.7,PHI,999.0,999,999,0,0,0,1,1,0,50,24,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,48.0%,NA,NA,NA,0,NA,0,0,NA,0.0,16,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ MIN,32,·,3,-2.6
7,,12500,,QB,22.6,MIA,33.0,33,33,2.12,2.12,2.12,1,1,0,58,12,2,,38,8,5,2,3,0,81.80,53,2,0,53,6.63,10.60,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,NA,0,0,21.0%,NA,NA,NA,0,NA,2,9,NA,NA,NA,NA,NA,2,25.0%,2.06,12.5%,50.0%,8.8,NA,10,53,@ CLE,26,·,·,·
7,,8161,,QB,26.5,GB,999.0,999,999,0,0,0,1,0,0,56,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ ARI,22,·,·,·
7,,6039,,RB,28.2,BUF,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
7,,4454,,WR,30.3,SF,77.0,81,86,3.4,2.4,1.4,1,1,1,67,52,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,14,0,1,0,2,0,14,7.0,7.0,0,0,0,14,0,NA,0,0,78.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,23,7.7%,0.61,0,NA,NA,NA,NA,NA,0.043,NA,14,vs ATL,27,·,12,-8.4
7,,11439,,RB,25.2,DEN,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NYG,10,·,1,-0.9
7,,12670,,WR,24.1,LAC,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs IND,5,·,1,-0.6
7,,12467,,RB,21.7,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ATL,31,·,0,-0.1
7,,7587,,WR,26.1,JAX,55.0,48,44,7,6,5,1,1,0,77,23,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,51,0,2,0,4,-1,50,25.0,12.5,0,0,0,50,0,NA,0,0,30.0%,NA,NA,NA,0,NA,2,4,0.500,2.0,18,8.3%,2.78,0,NA,NA,NA,NA,NA,0.111,NA,50,vs LAR,25,·,7,0.3
7,,19,,QB,40.9,CLE,6.0,6,6,25.98,25.98,25.98,1,1,1,76,76,0,,174,47,31,13,16,0,108.60,345,2,3,342,7.28,11.03,0,0,0,0,0,0,0,0,0.0,0.0,5,0,2,3,0,NA,3,0.6,100.0%,NA,NA,NA,2,NA,18,52,NA,NA,NA,NA,NA,16,34.0%,2.44,2.1%,24.5%,6.9,NA,49,345,vs MIA,7,·,17,9.5
7,,11377,,WR,26.3,BUF,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,NA,NA,NA,NA
7,,7694,,TE,25.5,CAR,53.0,53,999,1,0.5,0,1,1,1,71,47,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,66.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,14,3.1%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ NYJ,5,·,2,-1.1
7,,11783,,WR,26.1,DAL,999.0,999,999,0,0,0,1,1,0,67,19,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,28.0%,NA,NA,NA,0,NA,0,0,NA,0.0,4,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs WAS,NA,NA,NA,NA
7,,12520,,WR,23.6,TEN,999.0,999,999,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NE,11,·,·,·
7,,8143,,RB,26.2,CLE,50.0,53,59,3,2,1,1,1,0,57,13,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,-1,0,1,0,2,11,10,5.0,5.0,1,0,0,10,0,1,0,0,23.0%,0,0.70,0.000,0,0.070,1,3,0.333,1.0,NA,11.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,10,vs MIA,4,·,6,-3.2
7,,8172,,TE,25.7,MIA,999.0,999,999,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CLE,12,·,·,·
7,,8225,,TE,25.2,NYG,6.0,5,5,17.8,16.3,14.8,1,1,1,77,52,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,64,1,2,1,4,24,88,29.3,22.0,0,0,0,88,0,NA,0,0,68.0%,NA,NA,NA,0,NA,3,4,0.750,3.0,18,12.1%,4.89,0,NA,NA,NA,NA,NA,0.111,NA,88,@ DEN,28,·,3,14.6
7,,11994,,WR,23.7,TB,999.0,999,999,0,0,0,1,1,0,69,15,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,22.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,9,2.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ DET,NA,NA,NA,NA
7,,8135,,WR,25.7,TEN,999.0,999,999,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NE,11,·,·,·
7,,8117,,WR,26.8,DAL,87.0,85,80,2.6,2.1,1.6,1,1,0,67,33,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,16,0,1,0,2,0,16,16.0,8.0,0,0,0,16,0,NA,0,0,49.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,11,6.7%,1.45,0,NA,NA,NA,NA,NA,0.091,NA,16,vs WAS,10,·,3,0.0
7,,5995,,RB,28.1,BAL,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
7,,4988,,RB,30.0,HOU,56.0,58,58,2.1,1.6,1.1,1,1,1,76,19,0,,0,0,0,0,0,0,0.00,16,0,0,0,0.00,0.00,1,-4,1,0,0,3,-1,-5,-5.0,-1.7,5,0,0,11,0,14,16,3.2,25.0%,1,2.70,0.200,0,0.470,0,8,0.000,0.0,NA,6.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,11,@ SEA,14,·,10,-7.4
7,,6271,,WR,28.4,CHI,83.0,89,92,2.9,1.9,0.9,1,1,0,69,36,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,4,0,0,0,3,5,9,4.5,3.0,1,0,0,9,0,NA,0,0,52.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,17,11.5%,0.53,0,NA,NA,NA,NA,NA,0.000,NA,9,vs NO,9,·,4,-0.8
7,,11579,,RB,22.2,PHI,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ MIN,12,·,·,·
7,,9497,,WR,24.2,NYG,999.0,999,999,0,0,0,1,1,0,77,25,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,32.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,14,3.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ DEN,31,·,3,-2.7
7,,7562,,WR,26.2,LAR,999.0,999,999,0,0,0,1,1,1,70,10,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,14.0%,NA,NA,NA,0,NA,0,0,NA,0.0,7,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ JAX,8,·,7,-7.2
7,,10235,,RB,24.8,CHI,67.0,62,57,1.1,1.1,1.1,1,1,0,69,1,0,,0,0,0,0,0,0,0.00,11,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,11,0,11,11,11,1.0%,0,10.60,0.000,1,1.060,1,1,1.000,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,11,vs NO,22,·,0,0.7
7,,11629,,WR,24.5,BAL,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
7,,11599,,TE,25.5,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ SEA,20,IR,IR,IR
7,,8917,,WR,29.4,DAL,85.0,83,73,2.7,2.2,1.7,1,1,1,67,20,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,-4,0,1,0,1,21,17,17.0,17.0,0,0,0,17,0,NA,0,0,30.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,12,3.3%,1.42,0,NA,NA,NA,NA,NA,0.083,NA,17,vs WAS,10,·,5,-1.9
7,,6943,,WR,26.7,BUF,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
7,,4993,,TE,30.2,CIN,999.0,999,999,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs PIT,3,IR,IR,IR
7,,2505,,TE,33.2,MIA,999.0,999,999,0,0,0,1,1,1,58,16,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,28.0%,NA,NA,NA,0,NA,0,0,NA,0.0,7,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ CLE,12,·,10,-9.5
7,,11619,,WR,23.7,NO,999.0,999,999,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CHI,7,IR,IR,IR
7,,4177,,WR,32.2,NE,53.0,45,41,7.3,6.3,5.3,1,1,1,65,43,0,,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,2,32,0,2,0,2,17,49,24.5,24.5,1,0,0,53,0,NA,4,4,66.0%,NA,NA,NA,0,NA,2,3,0.667,2.0,14,8.3%,3.50,0,NA,NA,NA,NA,NA,0.143,NA,53,@ TEN,16,·,4,3.3
7,,12496,,WR,22.7,MIN,999.0,999,999,0,0,0,1,0,0,69,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs PHI,18,·,0,-0.1
7,,7891,,TE,27.0,DET,29.0,29,31,5.3,3.8,2.3,1,1,1,68,37,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,11,0,1,0,3,12,23,7.7,7.7,0,0,0,23,0,NA,0,0,54.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,9,10.3%,2.56,0,NA,NA,NA,NA,NA,0.111,NA,23,vs TB,13,·,1,4.3
7,,8207,,RB,25.1,IND,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAC,18,OUT,OUT,OUT
7,,11617,,WR,23.7,CLE,73.0,75,76,3.7,2.7,1.7,1,1,0,57,13,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,2,0,1,0,2,15,17,8.5,8.5,0,0,0,17,0,NA,0,0,23.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,5,11.1%,3.40,0,NA,NA,NA,NA,NA,0.200,NA,17,vs MIA,23,·,1,2.5
7,,1166,,QB,37.3,ATL,999.0,999,999,0,0,0,1,0,0,65,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ SF,13,·,·,·
7,,9492,,WR,24.7,NO,999.0,999,999,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CHI,7,IR,IR,IR
7,,12516,,RB,23.2,TEN,999.0,999,999,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NE,27,IR,IR,IR
7,,11821,,WR,24.6,MIA,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CLE,13,·,·,·
7,,8208,,RB,25.8,DEN,45.0,48,49,3.9,2.9,1.9,1,1,0,81,21,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,-12,0,2,0,2,31,19,9.5,9.5,0,0,0,19,0,0,0,0,26.0%,1,0.00,NA,0,NA,2,2,1.000,2.0,NA,4.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,19,vs NYG,10,·,1,2.8
7,,8160,,QB,27.5,LV,39.0,39,39,-1.68,-1.68,-1.68,1,1,0,35,5,1,,1,2,2,0,0,0,83.30,8,0,0,8,4.00,4.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,NA,0,0,14.0%,NA,NA,NA,0,NA,0,3,NA,NA,NA,NA,NA,0,0.0%,2.99,0.0%,0.0%,0.2,NA,2,8,@ KC,16,·,·,·
7,,12412,,RB,24.8,NE,58.0,54,50,1.8,1.8,1.8,1,1,0,65,9,0,,0,0,0,0,0,0,0.00,18,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,5,0,1,18,0,16,18,3.6,14.0%,1,3.10,0.200,1,0.510,1,5,0.200,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,18,@ TEN,NA,NA,NA,NA
7,,827,,QB,36.4,NYJ,29.0,29,29,4.14,4.14,4.14,1,1,0,61,33,0,,93,22,10,6,12,2,25.90,137,3,0,126,5.73,12.60,0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,11,0,NA,11,3.67,54.0%,NA,NA,NA,0,NA,6,25,NA,NA,NA,NA,NA,6,27.3%,3.17,31.8%,32.1%,14.9,NA,28,137,vs CAR,18,·,·,·
7,,3271,,TE,32.9,LAR,30.0,31,34,4.9,3.4,1.9,1,1,0,70,26,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,12,2,2,0,6,7,19,6.3,3.2,0,0,0,19,0,NA,0,0,37.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,8,18.2%,2.38,0,NA,NA,NA,NA,NA,0.250,NA,19,@ JAX,23,·,7,-2.2
7,,12542,,WR,24.1,NE,999.0,999,999,0,0,0,1,1,0,65,10,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,15.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ TEN,16,·,1,-0.6
7,,11640,,WR,24.4,CIN,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs PIT,19,OUT,OUT,OUT
7,,4219,,RB,30.0,WAS,35.0,35,32,6.5,5.5,4.5,1,1,0,67,24,0,,0,0,0,0,0,0,0.00,22,0,0,0,0.00,0.00,2,-5,0,1,0,3,28,23,11.5,7.7,2,2,1,45,0,20,22,11,36.0%,3,10.10,1.500,1,2.510,2,5,0.400,2.0,NA,9.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,45,@ DAL,5,·,7,-0.3
7,,12462,,RB,21.8,FA,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,24,·,·,·
7,,12539,,WR,24.2,NYJ,102.0,102,999,1,0.5,0,1,1,1,61,56,0,,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,-3,0,0,0,3,3,0,0.0,0.0,0,0,0,0,0,NA,0,0,92.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,37,8.8%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs CAR,28,·,5,-4.0
