WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CPOE,EPA/DB,VS,vsRK,INJ,PROJ,FPOE
14,4984,Josh Allen,QB,29.4,BUF,1,1,1,37.84,37.84,37.84,1,1,1,64,64,0,78.6,77,28,22,10,6,0,139.70,329,3,3,251,8.96,11.41,0,0,0,0,0,0,0,0,0.0,0.0,9,3,3,78,1,NA,78,8.67,100.0%,NA,NA,NA,4,NA,17,37,NA,NA,NA,NA,NA,13,46.4%,3.08,3.6%,38.9%,4.60,NA,36,329,+10.5%,+0.56,vs CIN,5,·,27.7,10.1
14,9509,Bijan Robinson,RB,23.7,ATL,28,29,33,9.4,8.4,7.4,1,1,1,64,43,1,0.0,0,0,0,0,0,0,0.00,86,0,0,0,0.00,0.00,2,1,0,1,0,2,7,8,4.0,4.0,20,1,3,94,0,68,86,4.3,67.0%,6,3.40,0.300,3,0.640,4,22,0.182,4.0,NA,6.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,vs SEA,18,·,19.3,-9.9
14,7564,Ja'Marr Chase,WR,25.6,CIN,31,35,38,10.2,7.7,5.2,1,1,1,60,60,0,0.0,0,0,0,0,0,0,0.00,8,0,0,0,0.00,0.00,5,14,0,3,0,8,30,44,8.8,5.5,1,0,0,52,0,NA,8,8,100.0%,NA,NA,NA,0,NA,3,9,0.333,3.0,37,22.2%,1.19,0,NA,NA,NA,NA,NA,0.081,NA,52,NA,NA,@ BUF,22,·,18.3,-8.1
14,9493,Puka Nacua,WR,24.3,LAR,2,1,1,35.7,32.2,28.7,1,1,1,70,31,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,132,1,5,2,11,35,167,23.9,15.2,0,0,0,167,0,NA,0,0,44.0%,NA,NA,NA,0,NA,7,11,0.636,7.0,22,35.5%,7.59,0,NA,NA,NA,NA,NA,0.227,NA,167,NA,NA,@ ARI,19,·,20.0,15.7
14,4881,Lamar Jackson,QB,28.7,BAL,7,7,7,22.06,22.06,22.06,1,1,1,80,80,0,54.3,145,35,19,8,16,1,71.00,262,2,1,219,6.26,11.53,0,0,0,0,0,0,0,0,0.0,0.0,7,1,2,43,1,NA,43,6.14,100.0%,NA,NA,NA,3,NA,12,42,NA,NA,NA,NA,NA,9,25.7%,3.27,8.6%,23.8%,8.10,NA,42,262,-10.9%,-0.19,vs PIT,7,·,22.9,-0.8
14,11566,Jayden Daniels,QB,24.8,WAS,29,29,29,3.72,3.72,3.72,1,1,1,52,39,0,45.0,25,20,9,4,11,1,35.00,94,1,0,78,3.90,8.67,0,0,0,0,0,0,0,0,0.0,0.0,4,0,1,16,0,NA,16,4,75.0%,NA,NA,NA,1,NA,5,24,NA,NA,NA,NA,NA,4,20.0%,2.67,0.0%,36.0%,3.90,NA,25,94,-16.1%,-0.50,@ MIN,26,·,19.4,-15.7
14,9221,Jahmyr Gibbs,RB,23.5,DET,1,1,1,37,33.5,30,1,1,1,62,43,0,0.0,0,0,0,0,0,0,0.00,43,0,0,0,0.00,0.00,7,14,0,3,0,7,63,77,11.0,11.0,12,1,1,120,3,22,43,3.58,69.0%,9,1.80,0.750,4,0.930,7,19,0.368,7.0,NA,20.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,vs DAL,15,·,24.0,13.0
14,6794,Justin Jefferson,WR,26.3,MIN,77,81,82,3.1,2.1,1.1,1,1,1,64,51,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,-1,0,1,0,4,12,11,5.5,2.8,0,0,0,11,0,NA,0,0,80.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,24,17.4%,0.46,0,NA,NA,NA,NA,NA,0.042,NA,11,NA,NA,vs WAS,5,·,13.5,-10.4
14,9488,Jaxon Smith-Njigba,WR,23.6,SEA,3.0,3,4,28.1,24.6,21.1,1,1,1,61,44,1,0.0,0,0,0,0,0,0,0.00,-1,0,0,0,0.00,0.00,7,58,0,2,2,10,34,92,13.1,9.2,1,0,0,91,0,NA,-1,-1,72.0%,NA,NA,NA,0,NA,4,11,0.364,4.0,30,33.3%,3.07,0,NA,NA,NA,NA,NA,0.067,NA,91,NA,NA,@ ATL,13,·,20.5,7.6
14,7547,Amon-Ra St. Brown,WR,25.9,DET,18.0,19,20,15.2,12.2,9.2,1,1,1,62,57,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,40,1,2,0,9,52,92,15.3,10.2,0,0,0,92,0,NA,0,0,92.0%,NA,NA,NA,0,NA,2,9,0.222,2.0,34,26.5%,2.71,0,NA,NA,NA,NA,NA,0.059,NA,92,NA,NA,vs DAL,1,·,17.0,-1.8
14,6786,CeeDee Lamb,WR,26.5,DAL,10.0,11,13,18.1,15.1,12.1,1,1,1,82,38,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,73,0,4,0,8,48,121,20.2,15.1,0,0,0,121,0,NA,0,0,46.0%,NA,NA,NA,0,NA,4,8,0.500,4.0,25,17.0%,4.84,0,NA,NA,NA,NA,NA,0.160,NA,121,NA,NA,@ DET,2,OUT,19.9,-1.8
14,11632,Malik Nabers,WR,22.2,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,11564,Drake Maye,QB,23.1,NE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,12514,Emeka Egbuka,WR,23.0,TB,71.0,76,77,3.5,2.5,1.5,1,1,1,74,65,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,10,2,0,0,9,5,15,7.5,1.7,0,0,0,15,0,NA,0,0,88.0%,NA,NA,NA,0,NA,0,9,0.000,0.0,31,30.0%,0.48,0,NA,NA,NA,NA,NA,0.000,NA,15,NA,NA,vs NO,18,·,13.8,-10.3
14,11604,Brock Bowers,TE,22.8,LV,7.0,5,5,14.6,12.6,10.6,1,1,1,50,50,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,36,0,2,1,5,10,46,11.5,9.2,0,0,0,46,0,NA,0,0,100.0%,NA,NA,NA,0,NA,3,5,0.600,3.0,34,15.6%,1.35,0,NA,NA,NA,NA,NA,0.059,NA,46,NA,NA,vs DEN,14,·,15.0,-0.4
14,6904,Jalen Hurts,QB,27.1,PHI,28.0,28,28,4.4,4.4,4.4,1,1,1,71,71,1,52.5,129,40,21,12,19,4,31.30,248,1,0,240,6.00,11.43,0,0,0,0,0,0,0,0,0.0,0.0,4,0,0,8,0,NA,8,2,100.0%,NA,NA,NA,0,NA,12,44,NA,NA,NA,NA,NA,12,30.0%,2.97,10.0%,34.9%,10.50,NA,43,248,-5.7%,-0.42,@ LAC,30,·,23.0,-18.6
14,12527,Ashton Jeanty,RB,21.8,LV,42.0,43,44,5.8,4.8,3.8,1,1,1,50,35,0,0.0,0,0,0,0,0,0,0.00,30,0,0,0,0.00,0.00,2,3,0,0,0,4,5,8,4.0,2.0,10,0,2,38,0,28,30,3,70.0%,0,2.80,0.000,2,0.280,2,14,0.143,2.0,NA,12.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,vs DEN,27,·,14.8,-9.0
14,6797,Justin Herbert,QB,27.6,LAC,17.0,17,17,13.16,13.16,13.16,1,1,1,74,74,2,46.2,55,26,12,4,14,1,59.60,205,7,1,139,5.35,11.58,0,0,0,0,0,0,0,0,0.0,0.0,10,3,4,66,0,NA,66,6.6,100.0%,NA,NA,NA,4,NA,9,36,NA,NA,NA,NA,NA,5,19.2%,3.21,15.4%,68.3%,10.40,NA,41,205,-2.8%,-0.33,vs PHI,17,·,20.5,-7.3
14,6813,Jonathan Taylor,RB,26.7,IND,20.0,20,19,11.4,11.4,11.4,1,1,1,70,52,1,0.0,0,0,0,0,0,0,0.00,74,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,21,1,2,74,1,42,74,3.52,74.0%,1,2.00,0.048,3,0.248,3,21,0.143,3.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,@ JAX,29,·,21.4,-10.0
14,8112,Drake London,WR,24.2,ATL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs SEA,12,OUT,OUT,OUT
14,4046,Patrick Mahomes,QB,30.0,KC,22.0,24,25,9.3,8.8,8.3,1,1,1,64,64,0,42.4,90,33,14,8,19,3,19.80,219,2,0,160,4.85,11.43,1,-8,0,0,0,1,-2,-10,-10.0,-10.0,7,1,1,49,0,NA,59,8.43,100.0%,NA,NA,NA,1,NA,9,41,NA,NA,NA,NA,NA,8,24.2%,3.24,9.1%,42.9%,9.30,NA,42,209,-16.3%,-0.54,vs HOU,32,·,22.9,-13.6
14,6770,Joe Burrow,QB,28.8,CIN,3.0,3,3,25.36,25.36,25.36,1,1,1,60,60,0,69.4,188,36,25,14,11,2,106.70,284,1,4,284,7.89,11.36,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,100.0%,NA,NA,NA,0,NA,18,36,NA,NA,NA,NA,NA,18,50.0%,2.86,16.7%,37.8%,9.30,NA,37,284,+6.9%,+0.15,@ BUF,31,·,19.7,5.7
14,9226,De'Von Achane,RB,24.0,MIA,9.0,7,7,17.5,17,16.5,1,1,1,65,22,0,0.0,0,0,0,0,0,0,0.00,92,0,0,0,0.00,0.00,1,0,0,1,0,1,13,13,13.0,13.0,7,3,2,105,1,48,92,13.14,34.0%,4,6.90,0.571,3,1.261,4,8,0.500,4.0,NA,4.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,@ NYJ,5,·,22.7,-5.2
14,8130,Trey McBride,TE,25.8,ARI,13.0,13,16,10.8,8.3,5.8,1,1,1,62,60,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,21,0,2,0,9,37,58,11.6,6.4,0,0,0,58,0,NA,0,0,97.0%,NA,NA,NA,0,NA,2,9,0.222,2.0,49,20.5%,1.18,0,NA,NA,NA,NA,NA,0.041,NA,58,NA,NA,vs LAR,19,·,17.9,-7.1
14,12507,Omarion Hampton,RB,22.5,LAC,18.0,18,17,14.7,13.7,12.7,1,1,0,74,23,0,0.0,0,0,0,0,0,0,0.00,56,0,0,0,0.00,0.00,2,2,0,0,1,2,9,11,5.5,5.5,13,1,4,67,0,23,56,4.31,31.0%,2,1.80,0.154,4,0.334,5,15,0.333,5.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,vs PHI,7,IR,10.0,4.7
14,11620,Rome Odunze,WR,23.3,CHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ GB,21,OUT,OUT,OUT
14,12526,Tetairoa McMillan,WR,22.5,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,11560,Caleb Williams,QB,23.9,CHI,16.0,16,16,15.94,15.94,15.94,1,1,1,70,70,0,54.3,113,35,19,10,16,1,76.60,201,1,2,186,5.31,9.79,0,0,0,0,0,0,0,0,0.0,0.0,4,0,2,15,0,NA,15,3.75,100.0%,NA,NA,NA,2,NA,14,39,NA,NA,NA,NA,NA,12,34.3%,3.74,5.7%,41.0%,6.90,NA,39,201,-2.8%,-0.03,@ GB,27,·,17.4,-1.5
14,12518,Tyler Warren,TE,23.4,IND,29.0,29,31,3.7,2.7,1.7,1,1,0,70,65,0,0.0,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,2,15,0,1,0,6,0,15,7.5,2.5,1,0,1,17,0,NA,2,2,93.0%,NA,NA,NA,1,NA,2,7,0.286,2.0,35,16.7%,0.43,0,NA,NA,NA,NA,NA,0.029,NA,17,NA,NA,@ JAX,2,·,11.1,-7.4
14,12512,Quinshon Judkins,RB,21.9,CLE,27.0,28,27,9.4,8.9,8.4,1,1,1,69,32,0,0.0,0,0,0,0,0,0,0.00,26,0,0,0,0.00,0.00,1,-4,0,1,0,3,62,58,58.0,19.3,14,1,2,84,0,38,26,1.86,46.0%,3,2.70,0.214,2,0.484,3,17,0.176,3.0,NA,7.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,vs TEN,9,·,15.9,-6.5
14,11584,Bucky Irving,RB,23.1,TB,13.0,12,13,16.1,15.1,14.1,1,1,1,74,36,0,0.0,0,0,0,0,0,0,0.00,55,0,0,0,0.00,0.00,2,-8,0,0,1,3,34,26,13.0,8.7,15,0,3,81,0,38,55,3.67,49.0%,3,2.50,0.200,3,0.450,4,18,0.222,4.0,NA,10.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,vs NO,16,·,15.4,0.7
14,11631,Brian Thomas Jr.,WR,23.0,JAX,23.0,24,21,11.7,10.2,8.7,1,1,1,64,53,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,76,0,3,0,6,11,87,29.0,14.5,0,0,0,87,0,NA,0,0,83.0%,NA,NA,NA,0,NA,3,6,0.500,3.0,31,19.4%,2.81,0,NA,NA,NA,NA,NA,0.097,NA,87,NA,NA,vs IND,9,·,11.0,0.7
14,8138,James Cook,RB,26.0,BUF,25.0,24,24,11.1,10.1,9.1,1,1,1,64,48,2,0.0,0,0,0,0,0,0,0.00,80,0,0,0,0.00,0.00,2,-5,0,1,0,2,36,31,15.5,15.5,18,1,2,111,0,52,80,4.44,75.0%,4,2.90,0.222,2,0.512,3,20,0.150,3.0,NA,7.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,vs CIN,1,·,18.5,-7.4
14,4892,Baker Mayfield,QB,30.4,TB,19.0,19,19,12.08,12.08,12.08,1,1,1,74,74,0,46.7,28,30,14,3,16,1,55.10,164,0,1,122,4.07,8.71,0,0,0,0,0,0,0,0,0.0,0.0,6,0,3,42,0,NA,42,7,100.0%,NA,NA,NA,3,NA,7,36,NA,NA,NA,NA,NA,4,13.3%,2.80,3.3%,22.9%,7.40,NA,35,164,-15.9%,-0.28,vs NO,22,·,21.7,-9.6
14,7569,Nico Collins,WR,26.5,HOU,16.0,14,14,16.1,14.1,12.1,1,1,1,70,57,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,83,0,3,0,8,38,121,30.3,15.1,0,0,0,121,0,NA,0,0,81.0%,NA,NA,NA,0,NA,3,8,0.375,3.0,33,25.8%,3.67,0,NA,NA,NA,NA,NA,0.091,NA,121,NA,NA,@ KC,20,·,16.0,0.1
14,8146,Garrett Wilson,WR,25.2,NYJ,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs MIA,25,IR,IR,IR
14,6804,Jordan Love,QB,26.9,GB,11.0,11,11,20.26,20.26,20.26,1,1,1,53,53,0,68.0,139,25,17,6,8,1,120.70,233,1,3,234,9.36,13.76,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,-1,0,NA,-1,-1,100.0%,NA,NA,NA,0,NA,9,26,NA,NA,NA,NA,NA,9,36.0%,2.94,28.0%,23.1%,12.10,NA,26,233,+5.4%,+0.24,vs CHI,8,·,20.6,-0.3
14,10229,Rashee Rice,WR,25.4,KC,43.0,46,48,7.4,5.4,3.4,1,1,1,64,50,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,-5,1,1,0,8,39,34,8.5,4.3,0,0,0,34,0,NA,0,0,78.0%,NA,NA,NA,0,NA,1,8,0.125,1.0,31,24.2%,1.10,0,NA,NA,NA,NA,NA,0.032,NA,34,NA,NA,vs HOU,29,·,16.8,-9.4
14,4866,Saquon Barkley,RB,28.6,PHI,7.0,6,5,18.2,18.2,18.2,1,1,1,71,58,0,0.0,0,0,0,0,0,0,0.00,122,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,20,4,4,122,1,28,122,6.1,82.0%,6,1.40,0.300,5,0.440,5,22,0.227,5.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,@ LAC,20,·,15.2,3.0
14,11563,Bo Nix,QB,25.6,DEN,15.0,15,15,15.98,15.98,15.98,1,1,1,74,74,0,81.6,99,38,31,14,7,0,89.90,227,3,0,212,5.58,6.84,0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,15,1,NA,15,5,100.0%,NA,NA,NA,1,NA,15,41,NA,NA,NA,NA,NA,14,36.8%,2.95,2.6%,31.0%,4.70,NA,42,227,+15.3%,+0.09,@ LV,15,·,20.6,-4.6
14,12508,Jaxson Dart,QB,22.4,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,11635,Ladd McConkey,WR,23.9,LAC,84.0,84,80,2.2,1.7,1.2,1,1,1,74,64,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,6,0,1,0,5,6,12,12.0,2.4,0,0,0,12,0,NA,0,0,86.0%,NA,NA,NA,0,NA,1,5,0.200,1.0,40,0.0%,0.30,0,NA,NA,NA,NA,NA,0.025,NA,12,NA,NA,vs PHI,17,·,13.6,-11.4
14,4034,Christian McCaffrey,RB,29.3,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,8137,George Pickens,WR,24.6,DAL,36.0,40,43,8.7,6.2,3.7,1,1,1,82,69,1,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,26,1,2,0,9,11,37,7.4,4.1,0,0,0,37,0,NA,0,0,84.0%,NA,NA,NA,0,NA,2,9,0.222,2.0,47,19.1%,0.79,0,NA,NA,NA,NA,NA,0.043,NA,37,NA,NA,@ DET,2,·,17.6,-8.9
14,11628,Marvin Harrison Jr.,WR,23.1,ARI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LAR,16,OUT,OUT,OUT
14,5850,Josh Jacobs,RB,27.6,GB,10.0,11,11,17.2,16.2,15.2,1,1,1,53,38,0,0.0,0,0,0,0,0,0,0.00,86,0,0,0,0.00,0.00,2,-6,0,0,0,2,12,6,3.0,3.0,20,3,6,92,1,66,86,4.3,72.0%,5,3.30,0.250,7,0.580,7,22,0.318,7.0,NA,8.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,vs CHI,17,·,19.5,-2.3
14,8150,Kyren Williams,RB,25.1,LAR,8.0,10,9,17.7,16.7,15.7,1,1,1,70,36,0,0.0,0,0,0,0,0,0,0.00,84,0,0,0,0.00,0.00,2,4,0,0,0,2,9,13,6.5,6.5,13,0,6,97,1,66,84,6.46,51.0%,6,5.10,0.462,7,0.972,7,15,0.467,7.0,NA,6.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,@ ARI,8,·,14.4,3.3
14,12481,Cam Skattebo,RB,23.6,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,8155,Breece Hall,RB,24.3,NYJ,46.0,44,41,4.3,4.3,4.3,1,1,1,58,44,0,0.0,0,0,0,0,0,0,0.00,43,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,14,0,1,43,0,35,43,3.07,76.0%,1,2.50,0.071,1,0.321,1,15,0.067,1.0,NA,2.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,vs MIA,14,·,16.1,-11.8
14,9758,C.J. Stroud,QB,24.0,HOU,18.0,18,18,12.62,12.62,12.62,1,1,1,70,70,0,48.4,134,31,15,6,16,0,80.40,208,3,1,203,6.55,13.53,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,5,0,NA,5,2.5,100.0%,NA,NA,NA,1,NA,8,33,NA,NA,NA,NA,NA,7,22.6%,3.27,9.7%,54.3%,10.50,NA,35,208,-4.3%,-0.08,@ KC,18,·,17.5,-4.9
14,8183,Brock Purdy,QB,25.8,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,3294,Dak Prescott,QB,32.2,DAL,9.0,9,9,20.44,20.44,20.44,1,1,1,82,82,1,66.0,251,47,31,16,16,2,79.70,390,5,1,376,8.00,12.13,0,0,0,0,0,0,0,0,0.0,0.0,3,1,2,14,0,NA,14,4.67,100.0%,NA,NA,NA,2,NA,19,50,NA,NA,NA,NA,NA,17,36.2%,2.73,12.8%,37.0%,10.30,NA,54,390,+5.4%,-0.08,@ DET,4,·,24.6,-4.2
14,5859,A.J. Brown,WR,28.2,PHI,17.0,16,18,16,13,10,1,1,1,71,69,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,62,1,5,0,13,38,100,16.7,7.7,0,0,0,100,0,NA,0,0,97.0%,NA,NA,NA,0,NA,5,13,0.385,5.0,43,0.0%,2.33,0,NA,NA,NA,NA,NA,0.116,NA,100,NA,NA,@ LAC,32,·,14.3,1.7
14,12529,TreVeyon Henderson,RB,22.9,NE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,11624,Xavier Worthy,WR,22.4,KC,38.0,39,35,8.5,7,5.5,1,1,1,64,49,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,37,0,3,0,4,18,55,18.3,13.8,0,0,0,55,0,NA,0,0,77.0%,NA,NA,NA,0,NA,3,4,0.750,3.0,32,12.1%,1.72,0,NA,NA,NA,NA,NA,0.094,NA,55,NA,NA,vs HOU,29,·,9.6,-1.1
14,10859,Sam LaPorta,TE,24.7,DET,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs DAL,9,IR,IR,IR
14,9484,Tucker Kraft,TE,24.9,GB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs CHI,13,IR,IR,IR
14,3163,Jared Goff,QB,31.0,DET,14.0,14,14,16.16,16.16,16.16,1,1,1,62,62,0,73.5,132,34,25,9,9,0,111.00,307,1,1,309,9.09,12.36,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,-2,0,NA,-2,-1,100.0%,NA,NA,NA,0,NA,10,36,NA,NA,NA,NA,NA,10,29.4%,2.46,8.8%,25.7%,7.70,NA,35,307,+6.5%,+0.40,vs DAL,1,·,21.4,-5.2
14,9756,Jordan Addison,WR,23.7,MIN,30.0,31,34,10.2,8.2,6.2,1,1,1,64,43,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,49,1,4,0,7,13,62,15.5,8.9,0,0,0,62,0,NA,0,0,67.0%,NA,NA,NA,0,NA,4,7,0.571,4.0,23,30.4%,2.70,0,NA,NA,NA,NA,NA,0.174,NA,62,NA,NA,vs WAS,5,·,9.1,1.1
14,12530,Travis Hunter,WR,22.4,JAX,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs IND,9,IR,IR,IR
