WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CPOE,EPA/DB,VS,vsRK,INJ,PROJ,FPOE
14,10222,Jayden Reed,WR,25.4,GB,35.0,37,37,9.3,7.3,5.3,1,1,1,53,25,0,0.0,0,0,0,0,0,0,0.00,22,0,0,0,0.00,0.00,4,27,0,2,0,4,4,31,7.8,7.8,2,1,1,53,0,NA,22,11,47.0%,NA,NA,NA,1,NA,3,6,0.500,3.0,17,16.0%,1.82,0,NA,NA,NA,NA,NA,0.118,NA,53,NA,NA,vs CHI,4,Q,7.1,2.2
14,5844,T.J. Hockenson,TE,28.2,MIN,15.0,14,12,9.2,8.2,7.2,1,1,1,64,36,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,6,0,1,1,3,6,12,6.0,4.0,0,0,0,12,0,NA,0,0,56.0%,NA,NA,NA,0,NA,2,3,0.667,2.0,20,13.0%,0.60,0,NA,NA,NA,NA,NA,0.050,NA,12,NA,NA,vs WAS,7,·,8.1,1.1
14,6783,Jerry Jeudy,WR,26.4,CLE,15.0,12,9,16.6,15.1,13.6,1,1,1,69,61,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,32,1,1,1,5,44,76,25.3,15.2,0,0,0,76,0,NA,0,0,88.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,44,11.9%,1.73,0,NA,NA,NA,NA,NA,0.023,NA,76,NA,NA,vs TEN,8,·,9.3,7.3
14,8126,Wan'Dale Robinson,WR,24.7,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,8121,Romeo Doubs,WR,25.5,GB,999.0,999,999,0,0,0,1,1,0,53,43,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,81.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,19,8.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs CHI,4,·,7.8,-7.8
14,5947,Jakobi Meyers,WR,28.9,JAX,19.0,17,15,14.8,12.8,10.8,1,1,1,64,53,0,0.0,0,0,0,0,0,0,0.00,9,0,0,0,0.00,0.00,4,24,1,2,1,10,15,39,9.8,3.9,3,0,1,48,0,NA,9,3,83.0%,NA,NA,NA,1,NA,4,13,0.308,4.0,30,32.3%,1.30,0,NA,NA,NA,NA,NA,0.067,NA,48,NA,NA,vs IND,9,·,11.6,3.2
14,12504,Kaleb Johnson,RB,22.1,PIT,69.0,69,66,0.4,0.4,0.4,1,1,0,52,3,0,0.0,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,4,0,4,4,2,6.0%,0,1.90,0.000,0,0.190,0,2,0.000,0.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,@ BAL,13,·,1.4,-1.0
14,12497,Tory Horton,WR,22.8,SEA,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ ATL,13,IR,IR,IR
14,11627,Troy Franklin,WR,22.6,DEN,64.0,73,81,4.1,2.6,1.1,1,1,1,74,19,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,5,0,0,0,4,6,11,3.7,2.8,0,0,0,11,0,NA,0,0,26.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,16,10.5%,0.69,0,NA,NA,NA,NA,NA,0.000,NA,11,NA,NA,@ LV,7,·,8.5,-4.4
14,8676,Rashid Shaheed,WR,27.1,SEA,14.0,13,11,16.7,14.7,12.7,1,1,1,61,31,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,49,0,3,0,5,18,67,16.8,13.4,0,0,0,67,0,NA,0,0,51.0%,NA,NA,NA,0,NA,3,5,0.600,3.0,23,16.7%,2.91,0,NA,NA,NA,NA,NA,0.130,NA,67,NA,NA,@ ATL,13,·,7.9,8.8
14,4037,Chris Godwin,WR,29.6,TB,28.0,33,36,10.5,8,5.5,1,1,0,74,51,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,19,0,3,0,8,36,55,11.0,6.9,0,0,0,55,0,NA,0,0,69.0%,NA,NA,NA,0,NA,3,8,0.375,3.0,30,26.7%,1.83,0,NA,NA,NA,NA,NA,0.100,NA,55,NA,NA,vs NO,18,·,11.1,-0.6
14,12495,Ollie Gordon,RB,21.7,MIA,34.0,32,29,7.7,7.7,7.7,1,1,0,65,16,0,0.0,0,0,0,0,0,0,0.00,17,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,5,0,1,17,1,14,17,3.4,25.0%,1,2.80,0.200,2,0.480,2,5,0.400,2.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,@ NYJ,5,·,4.0,3.7
14,5967,Tony Pollard,RB,28.4,TEN,2.0,2,2,28.1,28.1,28.1,1,1,1,66,39,0,0.0,0,0,0,0,0,0,0.00,161,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,25,1,2,161,2,70,161,6.44,59.0%,5,2.80,0.200,4,0.480,4,25,0.160,4.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,@ CLE,25,·,8.2,19.9
14,12535,Isaac TeSlaa,WR,23.6,DET,32.0,27,25,10,9,8,1,1,1,62,48,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,18,0,0,1,3,2,20,10.0,6.7,0,0,0,20,0,NA,0,0,77.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,29,8.8%,0.69,0,NA,NA,NA,NA,NA,0.000,NA,20,NA,NA,vs DAL,1,·,5.8,4.2
14,9504,Kayshon Boutte,WR,23.4,NE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,6768,Tua Tagovailoa,QB,27.6,MIA,23.0,22,22,9.08,9.08,9.08,1,1,1,65,58,1,61.9,51,21,13,7,8,0,94.70,127,1,1,127,6.05,9.77,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,NA,0,0,89.0%,NA,NA,NA,0,NA,8,22,NA,NA,NA,NA,NA,8,38.1%,2.56,0.0%,27.3%,4.50,NA,22,127,-13.4%,-0.05,@ NYJ,14,·,17.0,-7.9
14,9480,Brenton Strange,TE,24.8,JAX,21.0,21,21,5.7,4.2,2.7,1,1,1,64,51,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,9,1,1,0,6,18,27,9.0,4.5,0,0,0,27,0,NA,0,0,80.0%,NA,NA,NA,0,NA,1,6,0.167,1.0,25,19.4%,1.08,0,NA,NA,NA,NA,NA,0.040,NA,27,NA,NA,vs IND,4,·,11.1,-5.4
14,4033,David Njoku,TE,29.2,CLE,18.0,17,14,7.1,6.6,6.1,1,1,1,69,6,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,1,0,0,1,1,0,1,1.0,1.0,0,0,0,1,0,NA,0,0,9.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,3,2.4%,0.33,0,NA,NA,NA,NA,NA,0.000,NA,1,NA,NA,vs TEN,24,·,6.3,0.8
14,8131,Isaiah Likely,TE,25.4,BAL,10.0,11,10,12.5,10.5,8.5,1,1,1,80,48,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,15,0,1,1,6,10,25,6.3,4.2,0,0,0,25,0,NA,0,0,60.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,22,17.1%,1.14,0,NA,NA,NA,NA,NA,0.045,NA,25,NA,NA,vs PIT,6,·,7.3,5.2
14,10213,Tre Tucker,WR,24.6,LV,60.0,61,59,4.4,3.4,2.4,1,1,1,50,47,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,20,0,2,0,5,4,24,12.0,4.8,0,0,0,24,0,NA,0,0,94.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,34,15.6%,0.71,0,NA,NA,NA,NA,NA,0.059,NA,24,NA,NA,vs DEN,30,·,10.2,-5.8
14,1479,Keenan Allen,WR,33.4,LAC,56.0,58,65,5.2,3.7,2.2,1,1,1,74,42,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,20,0,1,0,3,2,22,7.3,7.3,0,0,0,22,0,NA,0,0,57.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,29,0.0%,0.76,0,NA,NA,NA,NA,NA,0.034,NA,22,NA,NA,vs PHI,17,·,10.7,-5.5
14,7049,Jauan Jennings,WR,28.2,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,5022,Dallas Goedert,TE,30.7,PHI,5.0,8,11,15.8,11.8,7.8,1,1,1,71,66,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,8,35,0,5,0,10,43,78,9.8,7.8,0,0,0,78,0,NA,0,0,93.0%,NA,NA,NA,0,NA,5,10,0.500,5.0,39,0.0%,2.00,0,NA,NA,NA,NA,NA,0.128,NA,78,NA,NA,@ LAC,26,·,10.3,5.5
14,8132,Tyler Allgeier,RB,25.4,ATL,31.0,31,34,8.7,7.7,6.7,1,1,0,64,25,0,0.0,0,0,0,0,0,0,0.00,34,0,0,0,0.00,0.00,2,-6,0,1,0,2,39,33,16.5,16.5,11,1,3,67,0,33,34,3.09,39.0%,2,3.00,0.182,3,0.482,4,13,0.308,4.0,NA,6.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,vs SEA,18,·,6.2,2.5
14,8136,Rachaad White,RB,26.7,TB,39.0,38,37,6.5,6,5.5,1,1,0,74,36,0,0.0,0,0,0,0,0,0,0.00,53,0,0,0,0.00,0.00,1,-3,0,0,0,2,5,2,2.0,1.0,11,0,3,55,0,41,53,4.82,49.0%,3,3.70,0.273,3,0.643,3,13,0.231,3.0,NA,6.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,vs NO,16,·,6.3,0.2
14,2449,Stefon Diggs,WR,31.8,NE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,11576,Braelon Allen,RB,21.7,NYJ,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs MIA,14,IR,IR,IR
14,9508,Tyjae Spears,RB,24.3,TEN,37.0,39,40,6.7,5.7,4.7,1,1,0,66,28,0,0.0,0,0,0,0,0,0,0.00,19,0,0,0,0.00,0.00,2,1,0,1,0,4,27,28,14.0,7.0,8,1,2,47,0,18,19,2.38,42.0%,3,2.20,0.375,2,0.595,3,12,0.250,3.0,NA,14.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,@ CLE,25,·,9.1,-2.4
14,9494,Marvin Mims,WR,23.5,DEN,40.0,38,31,7.7,7.2,6.7,1,1,0,74,20,0,0.0,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,1,3,0,0,0,1,2,5,5.0,5.0,1,0,0,7,0,NA,2,2,27.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,15,2.6%,0.33,0,NA,NA,NA,NA,NA,0.000,NA,7,NA,NA,@ LV,7,·,4.6,3.1
14,9757,Kendre Miller,RB,23.3,NO,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ TB,11,IR,IR,IR
14,12509,Tre Harris,WR,23.6,LAC,78.0,74,68,3.1,2.6,2.1,1,1,1,74,37,0,0.0,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,1,18,0,1,0,2,0,18,18.0,9.0,1,0,0,21,0,NA,3,3,50.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,12,0.0%,1.50,0,NA,NA,NA,NA,NA,0.083,NA,21,NA,NA,vs PHI,17,·,2.9,0.2
14,12521,Elijah Arroyo,TE,22.5,SEA,999.0,999,999,0,0,0,1,1,0,61,7,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,11.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ ATL,31,·,3.5,-3.5
14,12469,Dylan Sampson,RB,21.0,CLE,26.0,36,39,9.8,7.3,4.8,1,1,0,69,26,1,0.0,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,5,2,0,1,0,6,62,64,12.8,10.7,2,0,1,68,0,5,4,2,38.0%,1,2.40,0.500,1,0.740,2,8,0.250,2.0,NA,14.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,vs TEN,9,·,4.5,5.3
14,11562,Spencer Rattler,QB,25.0,NO,999.0,999,999,0,0,0,1,0,0,58,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ TB,3,·,·,·
14,11586,Blake Corum,RB,24.8,LAR,3.0,3,3,26.1,25.6,25.1,1,1,0,70,22,0,0.0,0,0,0,0,0,0,0.00,128,0,0,0,0.00,0.00,1,2,0,0,0,1,1,3,3.0,3.0,12,0,4,131,2,100,128,10.67,31.0%,4,8.30,0.333,6,1.163,6,13,0.462,6.0,NA,3.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,@ ARI,8,·,8.0,18.1
14,11618,Jalen McMillan,WR,23.8,TB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs NO,18,IR,IR,IR
14,7611,Rhamondre Stevenson,RB,27.6,NE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,12510,Jalen Milroe,QB,22.8,SEA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ ATL,16,OUT,OUT,OUT
14,8205,Isiah Pacheco,RB,26.6,KC,54.0,51,50,3,3,3,1,1,1,64,21,0,0.0,0,0,0,0,0,0,0.00,30,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,9,0,2,30,0,21,30,3.33,33.0%,0,2.30,0.000,2,0.230,2,9,0.222,2.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,vs HOU,22,·,4.3,-1.3
14,10444,Cedric Tillman,WR,25.4,CLE,75.0,68,63,3.3,2.8,2.3,1,1,1,69,44,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,18,1,1,0,3,5,23,23.0,7.7,0,0,0,23,0,NA,0,0,64.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,28,7.1%,0.82,0,NA,NA,NA,NA,NA,0.036,NA,23,NA,NA,vs TEN,8,·,8.0,-4.7
14,11646,Jalen Coker,WR,23.9,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,12536,Jaylin Noel,WR,23.1,HOU,74.0,79,78,3.3,2.3,1.3,1,1,0,70,25,0,0.0,0,0,0,0,0,0,0.00,1,0,0,0,0.00,0.00,2,6,0,0,0,2,6,12,6.0,6.0,1,0,0,13,0,NA,1,1,36.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,17,6.5%,0.71,0,NA,NA,NA,NA,NA,0.000,NA,13,NA,NA,@ KC,20,·,2.4,0.9
14,12541,Dont'e Thornton,WR,22.8,LV,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs DEN,30,OUT,OUT,OUT
14,3214,Hunter Henry,TE,30.8,NE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,12534,Kyle Monangai,RB,23.3,CHI,32.0,30,30,8.7,8.2,7.7,1,1,0,70,29,0,0.0,0,0,0,0,0,0,0.00,57,0,0,0,0.00,0.00,1,-2,0,0,0,2,2,0,0.0,0.0,14,0,1,57,0,28,57,4.07,41.0%,2,2.00,0.143,1,0.343,1,16,0.063,1.0,NA,5.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,@ GB,24,·,9.7,-1.0
14,12486,Dillon Gabriel,QB,24.8,CLE,999.0,999,999,0,0,0,1,0,0,69,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs TEN,11,·,·,·
14,7090,Darnell Mooney,WR,27.9,ATL,88.0,88,88,1.6,1.1,0.6,1,1,1,64,49,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,6,0,0,0,4,0,6,6.0,1.5,0,0,0,6,0,NA,0,0,77.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,27,13.3%,0.22,0,NA,NA,NA,NA,NA,0.000,NA,6,NA,NA,vs SEA,12,·,9.8,-8.2
14,5012,Mark Andrews,TE,30.1,BAL,46.0,46,44,1.9,1.4,0.9,1,1,1,80,54,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,9,1,0,0,5,0,9,9.0,1.8,0,0,0,9,0,NA,0,0,68.0%,NA,NA,NA,0,NA,0,5,0.000,0.0,33,14.3%,0.27,0,NA,NA,NA,NA,NA,0.000,NA,9,NA,NA,vs PIT,6,·,10.5,-8.6
14,12483,Jack Bech,WR,22.8,LV,27.0,32,39,11,8,5,1,1,1,50,41,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,47,0,2,0,6,3,50,8.3,8.3,0,0,0,50,0,NA,0,0,82.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,30,18.8%,1.67,0,NA,NA,NA,NA,NA,0.067,NA,50,NA,NA,vs DEN,30,·,5.7,5.3
14,7571,Rashod Bateman,WR,25.8,BAL,61.0,62,62,4.3,3.3,2.3,1,1,1,80,69,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,23,1,2,0,3,0,23,11.5,7.7,0,0,0,23,0,NA,0,0,86.0%,NA,NA,NA,0,NA,2,3,0.667,2.0,36,8.6%,0.64,0,NA,NA,NA,NA,NA,0.056,NA,23,NA,NA,vs PIT,6,·,7.0,-2.7
14,11655,Tyrone Tracy,RB,25.8,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,7002,Juwan Johnson,TE,29.0,NO,16.0,18,20,7.8,5.8,3.8,1,1,0,58,31,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,20,0,2,0,4,18,38,9.5,9.5,0,0,0,38,0,NA,0,0,53.0%,NA,NA,NA,0,NA,2,4,0.500,2.0,14,20.0%,2.71,0,NA,NA,NA,NA,NA,0.143,NA,38,NA,NA,@ TB,20,·,11.1,-3.3
14,12457,Jaydon Blue,RB,21.7,DAL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DET,31,OUT,OUT,OUT
14,1466,Travis Kelce,TE,36.0,KC,47.0,47,47,1.8,1.3,0.8,1,1,1,64,58,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,-2,2,0,0,5,10,8,8.0,1.6,0,0,0,8,0,NA,0,0,91.0%,NA,NA,NA,0,NA,0,5,0.000,0.0,33,15.2%,0.24,0,NA,NA,NA,NA,NA,0.000,NA,8,NA,NA,vs HOU,28,·,11.2,-9.4
14,4199,Aaron Jones,RB,30.8,MIN,35.0,34,31,7.6,7.6,7.6,1,1,1,64,29,0,0.0,0,0,0,0,0,0,0.00,76,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,14,2,4,76,0,49,76,5.43,45.0%,4,3.50,0.286,4,0.636,4,15,0.267,4.0,NA,4.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,vs WAS,3,·,12.3,-4.7
14,8167,Christian Watson,WR,26.4,GB,6.0,5,5,24.9,22.9,20.9,1,1,1,53,44,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,43,0,1,2,4,46,89,22.3,22.3,0,0,0,89,0,NA,0,0,83.0%,NA,NA,NA,0,NA,3,4,0.750,3.0,21,16.0%,4.24,0,NA,NA,NA,NA,NA,0.048,NA,89,NA,NA,vs CHI,4,·,12.3,12.6
14,4981,Calvin Ridley,WR,30.8,TEN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CLE,28,IR,IR,IR
14,11597,Theo Johnson,TE,24.6,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,12487,Terrance Ferguson,TE,22.6,LAR,999.0,999,999,0,0,0,1,1,0,70,45,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,64.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ ARI,11,·,3.4,-3.4
14,12493,Oronde Gadsden,TE,22.3,LAC,52.0,52,52,1.7,1.2,0.7,1,1,1,74,46,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,2,0,0,0,4,5,7,7.0,1.8,0,0,0,7,0,NA,0,0,62.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,29,0.0%,0.24,0,NA,NA,NA,NA,NA,0.000,NA,7,NA,NA,vs PHI,30,·,10.5,-8.8
14,12503,Isaiah Bond,WR,21.5,CLE,999.0,999,999,0,0,0,1,1,0,69,33,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,48.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,26,4.8%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs TEN,8,·,4.4,-4.4
