SZN,SLPR_ID,PLAYER NAME,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP%,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE
3,8207,Tyler Goodson,RB,24.9,IND,71.0,71,70,0.6,0.6,0.6,1,1,0,57,4,0,0.0%,0,0,0,0,0,0,0.00,6,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,6,0,5,6,3,7.0%,0,2.30,0.000,0,0.230,0,2,0.000,0.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,6,@ TEN,3,OUT,0.9,-0.3
3,11435,Emanuel Wilson,RB,26.4,GB,60.0,59,52,2.5,2.5,2.5,1,1,0,65,15,0,0.0%,0,0,0,0,0,0,0.00,25,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,6,1,1,25,0,19,25,4.17,23.0%,2,3.10,0.333,1,0.643,1,6,0.167,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,25,@ CLE,28,·,0.5,2.0
3,7562,Tutu Atwell,WR,26.0,LAR,999.0,999,999,0,0,0,1,1,0,66,25,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,38.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,18,2.9%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ PHI,15,·,1.6,-1.6
3,11821,Tahj Washington,WR,24.4,MIA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ BUF,20,·,DNP,DNP
3,11619,Ja'Lynn Polk,WR,23.4,NO,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ SEA,17,IR,IR,IR
3,12472,Raheim Sanders,RB,23.3,CLE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs GB,31,OUT,OUT,OUT
3,11599,Cade Stover,TE,25.3,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ JAX,27,IR,IR,IR
3,11616,Jacob Cowing,WR,24.6,SF,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ARI,14,IR,IR,IR
3,11439,Jaleel McLaughlin,RB,25.0,DEN,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAC,25,OUT,OUT,OUT
3,2306,Jameis Winston,QB,31.7,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs KC,30,OUT,OUT,OUT
3,9492,Trey Palmer,WR,24.5,NO,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ SEA,17,IR,IR,IR
3,4234,Noah Brown,WR,29.7,WAS,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs LV,4,OUT,OUT,OUT
3,9479,Darnell Washington,TE,24.1,PIT,999.0,999,999,0,0,0,1,1,1,54,20,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,37.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NE,5,·,2.6,-2.6
3,4219,Jeremy McNichols,RB,29.7,WAS,17.0,13,13,13.8,13.8,13.8,1,1,0,58,15,0,0.0%,0,0,0,0,0,0,0.00,78,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,4,4,2,78,1,70,78,19.5,26.0%,4,17.60,1.000,3,2.760,3,4,0.750,3.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,78,vs LV,10,·,7.3,6.5
3,12462,Damien Martinez,RB,21.6,SEA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NO,11,·,DNP,DNP
3,3271,Tyler Higbee,TE,32.7,LAR,999.0,999,999,0,0,0,1,1,1,66,36,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,55.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,21,5.9%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ PHI,29,OUT,6.4,-6.4
3,4454,Kendrick Bourne,WR,30.1,SF,48.0,52,54,7.8,5.8,3.8,1,1,1,65,47,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,22,0,2,0,6,16,38,9.5,6.3,0,0,0,38,0,NA,0,0,72.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,33,14.6%,1.15,0,NA,NA,NA,NA,NA,0.061,NA,38,vs ARI,14,·,7.7,0.1
3,12634,Jordan Watkins,WR,23.6,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ARI,14,OUT,OUT,OUT
3,12738,Phil Mafah,RB,22.9,DAL,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CHI,7,IR,IR,IR
3,12520,Xavier Restrepo,WR,23.4,TEN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs IND,5,·,DNP,DNP
3,5010,Will Dissly,TE,29.2,LAC,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs DEN,24,OUT,OUT,OUT
3,11592,Erick All,TE,25.0,CIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ MIN,14,PUP,PUP,PUP
3,7561,Elijah Mitchell,RB,27.4,KC,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NYG,6,OUT,OUT,OUT
3,6943,Gabriel Davis,WR,26.5,BUF,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs MIA,21,OUT,OUT,OUT
3,12539,Arian Smith,WR,24.0,NYJ,101.0,110,119,2.2,1.2,0.2,1,1,1,69,54,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,1,0,1,0,2,1,2,1.0,1.0,0,0,0,2,0,NA,0,0,78.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,31,5.6%,0.06,0,NA,NA,NA,NA,NA,0.032,NA,2,@ TB,16,·,2.7,-0.5
3,7694,Tommy Tremble,TE,25.3,CAR,37.0,38,37,3.6,2.6,1.6,1,1,0,58,33,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,4,0,1,0,2,12,16,8.0,8.0,0,0,0,16,0,NA,0,0,57.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,10,8.3%,1.60,0,NA,NA,NA,NA,NA,0.100,NA,16,vs ATL,32,·,2.0,1.6
3,11579,Audric Estime,RB,22.0,PHI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs LAR,30,·,DNP,DNP
3,7496,Nick Westbrook-Ikhine,WR,28.5,MIA,999.0,999,999,0,0,0,1,1,0,61,15,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,25.0%,NA,NA,NA,0,NA,0,0,NA,0.0,5,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ BUF,20,·,4.5,-4.5
3,4082,Curtis Samuel,WR,29.1,BUF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs MIA,21,·,DNP,DNP
3,5970,Greg Dortch,WR,27.3,ARI,92.0,96,103,2.8,1.8,0.8,1,1,0,66,16,0,0.0%,0,0,0,0,0,0,0.00,5,0,0,0,0.00,0.00,2,-5,0,0,0,2,8,3,1.5,1.5,1,0,0,8,0,NA,5,5,24.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,11,5.7%,0.27,0,NA,NA,NA,NA,NA,0.000,NA,8,@ SF,18,·,2.0,0.8
3,5133,Tyler Conklin,TE,30.2,LAC,999.0,999,999,0,0,0,1,1,1,86,22,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,1,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,26.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,14,4.3%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs DEN,24,·,4.9,-4.9
3,6130,Devin Singletary,RB,28.0,NYG,69.0,68,66,1.1,1.1,1.1,1,1,0,66,16,0,0.0%,0,0,0,0,0,0,0.00,11,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,4,0,0,11,0,14,11,2.75,24.0%,0,3.60,0.000,0,0.360,0,4,0.000,0.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,11,vs KC,22,·,2.1,-1.0
3,2307,Marcus Mariota,QB,31.9,WAS,6.0,6,6,20.28,20.28,20.28,1,1,1,58,58,1,71.4%,94,21,15,6,6,0,118.60,247,1,1,207,9.86,13.80,0,0,0,0,0,0,0,0,0.0,0.0,6,0,1,40,1,NA,40,6.67,100.0%,NA,NA,NA,2,NA,9,27,NA,NA,NA,NA,NA,7,33.3%,2.48,4.8%,26.1%,7.2,NA,23,247,vs LV,13,·,19.8,0.5
3,8208,Tyler Badie,RB,25.6,DEN,999.0,999,999,0,0,0,1,1,0,52,2,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,4.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAC,25,·,4.4,-4.4
3,9230,Tanner McKee,QB,25.4,PHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs LAR,17,·,DNP,DNP
3,11256,Tyson Bagent,QB,25.3,CHI,999.0,999,999,0,0,0,1,0,0,59,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs DAL,1,·,DNP,DNP
3,10871,Luke Schoonmaker,TE,27.0,DAL,54.0,54,54,1.5,1,0.5,1,1,1,74,27,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,5,0,0,0,1,0,5,5.0,5.0,0,0,0,5,0,NA,0,0,36.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,11,2.2%,0.45,0,NA,NA,NA,NA,NA,0.000,NA,5,@ CHI,21,·,1.8,-0.3
3,2374,Tyler Lockett,WR,33.0,TEN,49.0,53,55,7.7,5.7,3.7,1,1,0,70,38,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,28,0,2,0,4,9,37,9.3,9.3,0,0,0,37,0,NA,0,0,54.0%,NA,NA,NA,0,NA,2,4,0.500,2.0,27,10.5%,1.37,0,NA,NA,NA,NA,NA,0.074,NA,37,vs IND,5,·,4.6,3.1
3,8139,Zamir White,RB,26.0,LV,54.0,55,53,3.3,2.8,2.3,1,1,0,66,19,0,0.0%,0,0,0,0,0,0,0.00,19,0,0,0,0.00,0.00,1,2,0,0,0,2,2,4,4.0,2.0,5,0,0,23,0,0,19,3.8,29.0%,0,0.00,0.000,0,0.000,0,7,0.000,0.0,NA,6.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,23,@ WAS,21,·,5.0,-1.7
3,10231,Elijah Higgins,TE,24.9,ARI,47.0,47,46,1.7,1.2,0.7,1,1,0,66,10,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,5,0,1,0,1,2,7,7.0,7.0,0,0,0,7,0,NA,0,0,15.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,3,2.9%,2.33,0,NA,NA,NA,NA,NA,0.333,NA,7,@ SF,3,·,2.5,-0.8
3,11633,Jamari Thrash,WR,24.8,CLE,93.0,97,106,2.7,1.7,0.7,1,1,0,66,12,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,7,0,0,0,3,0,7,3.5,2.3,0,0,0,7,0,NA,0,0,18.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,9,8.3%,0.78,0,NA,NA,NA,NA,NA,0.000,NA,7,vs GB,28,·,1.4,1.3
3,12515,Donovan Edwards,RB,22.6,WAS,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs LV,10,·,DNP,DNP
3,1166,Kirk Cousins,QB,37.1,ATL,33.0,33,33,1.16,1.16,1.16,1,1,0,66,15,0,71.4%,10,7,5,1,2,0,78.90,29,0,0,29,4.14,5.80,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,23.0%,NA,NA,NA,0,NA,1,7,NA,NA,NA,NA,NA,1,14.3%,2.82,0.0%,28.6%,1.2,NA,7,29,@ CAR,20,·,DNP,DNP
3,8225,Daniel Bellinger,TE,25.0,NYG,53.0,53,53,1.6,1.1,0.6,1,1,0,66,16,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,6,0,0,0,1,0,6,6.0,6.0,0,0,0,6,0,NA,0,0,24.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,7,3.1%,0.86,0,NA,NA,NA,NA,NA,0.000,NA,6,vs KC,31,·,0.9,0.7
3,11370,Chris Brooks,RB,25.7,GB,999.0,999,999,0,0,0,1,1,0,65,8,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,12.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CLE,28,·,3.8,-3.8
3,10225,Jonathan Mingo,WR,24.4,DAL,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CHI,23,IR,IR,IR
3,7538,Zach Wilson,QB,26.1,MIA,999.0,999,999,0,0,0,1,0,0,61,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ BUF,19,·,DNP,DNP
3,8160,Kenny Pickett,QB,27.3,LV,999.0,999,999,0,0,0,1,0,0,66,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ WAS,8,·,DNP,DNP
3,6828,AJ Dillon,RB,27.4,PHI,999.0,999,999,0,0,0,1,1,0,67,5,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,7.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs LAR,30,·,3.2,-3.2
3,11617,Malachi Corley,WR,23.5,CLE,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs GB,28,·,DNP,DNP
3,8230,Ty Chandler,RB,27.4,MIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs CIN,1,IR,IR,IR
3,7601,Rondale Moore,WR,25.3,MIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs CIN,11,IR,IR,IR
3,8162,Sam Howell,QB,25.0,PHI,999.0,999,999,0,0,0,1,0,0,67,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs LAR,17,OUT,OUT,OUT
3,11570,Rasheen Ali,RB,24.6,BAL,999.0,999,999,0,0,0,1,0,0,57,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs DET,26,·,0.2,-0.2
3,7610,Trey Lance,QB,25.4,LAC,999.0,999,999,0,0,0,1,0,0,86,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs DEN,29,·,DNP,DNP
3,10867,Jake Bobo,WR,27.1,SEA,999.0,999,999,0,0,0,1,1,0,57,19,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,33.0%,NA,NA,NA,0,NA,0,0,NA,0.0,3,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs NO,19,·,0.6,-0.6
3,6865,Colby Parkinson,TE,26.7,LAR,999.0,999,999,0,0,0,1,1,0,66,21,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,32.0%,NA,NA,NA,0,NA,0,0,NA,0.0,3,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ PHI,29,Q,1.1,-1.1
3,3286,Demarcus Robinson,WR,31.0,SF,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ARI,14,·,DNP,DNP
3,12470,Riley Leonard,QB,23.0,IND,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ TEN,23,OUT,OUT,OUT
3,6960,Tyler Johnson,WR,27.1,NYJ,67.0,63,62,5.2,4.2,3.2,1,1,1,69,48,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,14,1,2,0,3,18,32,16.0,10.7,0,0,0,32,0,NA,0,0,70.0%,NA,NA,NA,0,NA,2,3,0.667,2.0,28,8.3%,1.14,0,NA,NA,NA,NA,NA,0.071,NA,32,@ TB,16,·,6.2,-1.0
3,7568,Brevin Jordan,TE,25.2,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ JAX,27,IR,IR,IR
3,4171,Josh Reynolds,WR,30.6,NYJ,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ TB,16,·,DNP,DNP
3,12718,Konata Mumpfield,WR,22.9,LAR,999.0,999,999,0,0,0,1,1,0,66,7,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,11.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ PHI,15,·,DNP,DNP
