SZN,SLPR_ID,PLAYER NAME,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP%,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE
3,5967,Tony Pollard,RB,28.4,TEN,16.0,15,14,13.9,12.9,11.9,1,1,1,70,64,0,0.0%,0,0,0,0,0,0,0.00,45,0,0,0,0.00,0.00,2,3,0,0,0,4,11,14,7.0,3.5,16,0,5,59,1,53,45,2.81,91.0%,2,3.30,0.125,6,0.455,6,20,0.300,6.0,NA,10.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,59,vs IND,24,·,14.9,-1.0
3,6790,D'Andre Swift,RB,26.7,CHI,23.0,27,27,10.8,9.3,7.8,1,1,1,59,36,0,0.0%,0,0,0,0,0,0,0.00,33,0,0,0,0.00,0.00,3,-17,0,1,0,4,62,45,15.0,11.3,13,0,4,78,0,39,33,2.54,61.0%,3,3.00,0.231,4,0.531,5,17,0.294,5.0,NA,14.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,78,vs DAL,5,·,13.7,-2.9
3,9500,Josh Downs,WR,24.1,IND,65.0,62,60,5.4,4.4,3.4,1,1,1,57,29,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,32,0,1,0,3,2,34,17.0,11.3,0,0,0,34,0,NA,0,0,51.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,16,12.0%,2.13,0,NA,NA,NA,NA,NA,0.063,NA,34,@ TEN,9,·,9.8,-4.4
3,5844,T.J. Hockenson,TE,28.2,MIN,5.0,5,4,15.9,13.4,10.9,1,1,1,60,41,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,31,0,3,1,6,18,49,9.8,8.2,0,0,0,49,0,NA,0,0,68.0%,NA,NA,NA,0,NA,4,6,0.667,4.0,19,25.0%,2.58,0,NA,NA,NA,NA,NA,0.158,NA,49,vs CIN,1,·,10.2,5.7
3,12484,Jayden Higgins,WR,22.8,HOU,113.0,114,112,1.5,1,0.5,1,1,0,63,28,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,5,0,1,0,1,0,5,5.0,5.0,0,0,0,5,0,NA,0,0,44.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,14,2.6%,0.36,0,NA,NA,NA,NA,NA,0.071,NA,5,@ JAX,24,·,4.3,-2.8
3,6803,Brandon Aiyuk,WR,27.5,SF,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ARI,14,PUP,PUP,PUP
3,6806,J.K. Dobbins,RB,26.8,DEN,14.0,12,11,15.3,14.8,14.3,1,1,0,52,35,0,0.0%,0,0,0,0,0,0,0.00,83,0,0,0,0.00,0.00,1,-6,0,0,0,2,6,0,0.0,0.0,11,1,2,83,1,80,83,7.55,67.0%,4,7.30,0.364,3,1.094,3,13,0.231,3.0,NA,8.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,83,@ LAC,25,·,13.7,1.6
3,10222,Jayden Reed,WR,25.4,GB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CLE,8,IR,IR,IR
3,11627,Troy Franklin,WR,22.6,DEN,91.0,94,101,2.8,1.8,0.8,1,1,1,52,41,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,-7,0,0,0,4,15,8,4.0,2.0,0,0,0,8,0,NA,0,0,79.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,25,16.0%,0.32,0,NA,NA,NA,NA,NA,0.000,NA,8,@ LAC,25,·,10.3,-7.5
3,8134,Khalil Shakir,WR,25.6,BUF,26.0,22,22,14.5,12.5,10.5,1,1,1,60,42,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,0,0,1,1,4,45,45,11.3,11.3,0,0,0,45,0,NA,0,0,70.0%,NA,NA,NA,0,NA,2,4,0.500,2.0,24,14.3%,1.88,0,NA,NA,NA,NA,NA,0.042,NA,45,vs MIA,21,·,9.9,4.6
3,4137,James Conner,RB,30.4,ARI,39.0,44,45,6.7,5.2,3.7,1,1,1,66,20,1,0.0%,0,0,0,0,0,0,0.00,22,0,0,0,0.00,0.00,3,-15,0,1,0,4,30,15,5.0,3.8,9,2,3,37,0,15,22,2.44,30.0%,5,1.70,0.556,3,0.726,4,13,0.308,4.0,NA,11.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,37,@ SF,14,IR,13.9,-7.2
3,12469,Dylan Sampson,RB,21.0,CLE,74.0,74,74,0.2,0.2,0.2,1,1,0,66,5,0,0.0%,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,2,0,NA,2,2,8.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,vs GB,31,·,8.5,-8.3
3,12504,Kaleb Johnson,RB,22.1,PIT,999.0,999,999,0,0,0,1,0,0,54,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NE,27,·,1.0,-1.0
3,4037,Chris Godwin,WR,29.6,TB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NYJ,13,·,DNP,DNP
3,8110,Jake Ferguson,TE,26.7,DAL,3.0,4,7,21.2,14.7,8.2,1,1,0,74,42,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,13,37,0,2,0,14,45,82,6.3,5.9,0,0,0,82,0,NA,0,0,57.0%,NA,NA,NA,0,NA,2,14,0.143,2.0,28,31.1%,2.93,0,NA,NA,NA,NA,NA,0.071,NA,82,@ CHI,21,·,10.6,10.6
3,8131,Isaiah Likely,TE,25.4,BAL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs DET,18,·,DNP,DNP
3,7049,Jauan Jennings,WR,28.2,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ARI,14,OUT,OUT,OUT
3,12535,Isaac TeSlaa,WR,23.6,DET,999.0,999,999,0,0,0,1,1,1,68,14,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,21.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ BAL,2,·,3.0,-3.0
3,4981,Calvin Ridley,WR,30.8,TEN,82.0,78,69,3.7,3.2,2.7,1,1,1,70,61,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,18,1,1,0,7,9,27,27.0,3.9,0,0,0,27,0,NA,0,0,87.0%,NA,NA,NA,0,NA,1,7,0.143,1.0,36,18.4%,0.75,0,NA,NA,NA,NA,NA,0.028,NA,27,vs IND,5,·,12.5,-8.8
3,8126,Wan'Dale Robinson,WR,24.7,NYG,84.0,81,71,3.6,3.1,2.6,1,1,1,66,51,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,23,0,1,0,4,3,26,26.0,6.5,0,0,0,26,0,NA,0,0,77.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,26,12.5%,1.00,0,NA,NA,NA,NA,NA,0.038,NA,26,vs KC,31,·,13.0,-9.4
3,10444,Cedric Tillman,WR,25.4,CLE,62.0,64,70,5.6,4.1,2.6,1,1,1,66,49,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,23,0,3,0,3,3,26,8.7,8.7,0,0,0,26,0,NA,0,0,74.0%,NA,NA,NA,0,NA,3,3,1.000,3.0,28,8.3%,0.93,0,NA,NA,NA,NA,NA,0.107,NA,26,vs GB,28,IR,9.8,-4.2
3,421,Matthew Stafford,QB,37.6,LAR,14.0,14,14,14.84,14.84,14.84,1,1,1,66,66,0,57.6%,139,33,19,8,14,1,82.40,196,1,2,196,5.94,10.32,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,100.0%,NA,NA,NA,0,NA,10,33,NA,NA,NA,NA,NA,10,30.3%,2.71,9.1%,29.4%,8.1,NA,34,196,@ PHI,16,·,17.8,-3.0
3,6768,Tua Tagovailoa,QB,27.6,MIA,18.0,18,18,13.84,13.84,13.84,1,1,1,61,61,1,64.7%,29,34,22,9,12,1,81.30,156,0,2,146,4.29,6.64,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,10,0,NA,10,5,100.0%,NA,NA,NA,1,NA,12,36,NA,NA,NA,NA,NA,11,32.4%,2.98,2.9%,34.3%,5.5,NA,35,156,@ BUF,19,·,19.7,-5.9
3,12495,Ollie Gordon,RB,21.7,MIA,27.0,24,19,9.8,9.8,9.8,1,1,0,61,15,0,0.0%,0,0,0,0,0,0,0.00,38,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,9,4,3,38,1,44,38,4.22,25.0%,7,4.90,0.778,4,1.268,4,9,0.444,4.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,38,@ BUF,13,·,4.0,5.8
3,1373,Geno Smith,QB,35.0,LV,4.0,4,4,26.06,26.06,26.06,1,1,1,66,66,0,65.5%,199,29,19,9,10,0,132.70,294,5,3,289,9.97,15.21,0,0,0,0,0,0,0,0,0.0,0.0,2,0,2,5,0,NA,5,2.5,100.0%,NA,NA,NA,2,NA,14,31,NA,NA,NA,NA,NA,12,41.4%,3.82,10.3%,55.9%,10.4,NA,34,294,@ WAS,8,·,19.7,6.4
3,11576,Braelon Allen,RB,21.7,NYJ,38.0,39,40,6.7,5.7,4.7,1,1,0,69,23,0,0.0%,0,0,0,0,0,0,0.00,30,0,0,0,0.00,0.00,2,8,0,1,0,2,9,17,8.5,8.5,6,0,1,47,0,13,30,5,33.0%,2,2.20,0.333,1,0.553,2,8,0.250,2.0,NA,5.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,47,@ TB,17,IR,5.1,1.6
3,4033,David Njoku,TE,29.2,CLE,16.0,19,19,9,6.5,4,1,1,1,66,50,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,14,0,2,0,7,26,40,8.0,5.7,0,0,0,40,0,NA,0,0,76.0%,NA,NA,NA,0,NA,2,7,0.286,2.0,27,19.4%,1.48,0,NA,NA,NA,NA,NA,0.074,NA,40,vs GB,17,·,9.5,-0.5
3,9480,Brenton Strange,TE,24.7,JAX,7.0,10,15,12.1,9.1,6.1,1,1,1,70,58,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,36,0,3,0,7,25,61,10.2,8.7,0,0,0,61,0,NA,0,0,83.0%,NA,NA,NA,0,NA,3,7,0.429,3.0,29,17.5%,2.10,0,NA,NA,NA,NA,NA,0.103,NA,61,vs HOU,28,OUT,7.3,4.8
3,8676,Rashid Shaheed,WR,27.1,NO,45.0,48,50,8.2,6.2,4.2,1,1,1,73,54,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,35,0,2,0,6,7,42,10.5,7.0,0,0,0,42,0,NA,0,0,74.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,37,14.6%,1.14,0,NA,NA,NA,NA,NA,0.054,NA,42,@ SEA,17,·,10.0,-1.8
3,12541,Dont'e Thornton,WR,22.8,LV,70.0,68,65,4.9,3.9,2.9,1,1,1,66,39,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,22,0,1,0,4,7,29,14.5,7.3,0,0,0,29,0,NA,0,0,59.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,24,13.8%,1.21,0,NA,NA,NA,NA,NA,0.042,NA,29,@ WAS,10,·,7.0,-2.1
3,8121,Romeo Doubs,WR,25.4,GB,76.0,76,75,4.5,3.5,2.5,1,1,1,65,58,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,10,0,2,0,2,15,25,12.5,12.5,0,0,0,25,0,NA,0,0,89.0%,NA,NA,NA,0,NA,2,2,1.000,2.0,29,8.0%,0.86,0,NA,NA,NA,NA,NA,0.069,NA,25,@ CLE,8,·,9.7,-5.2
3,9504,Kayshon Boutte,WR,23.4,NE,72.0,72,67,4.8,3.8,2.8,1,1,0,74,56,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,26,0,1,0,3,2,28,14.0,9.3,0,0,0,28,0,NA,0,0,76.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,31,8.1%,0.90,0,NA,NA,NA,NA,NA,0.032,NA,28,vs PIT,22,·,7.9,-3.1
3,12509,Tre Harris,WR,23.6,LAC,999.0,999,999,0,0,0,1,1,0,86,25,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,29.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs DEN,27,·,1.4,-1.4
3,11655,Tyrone Tracy,RB,25.8,NYG,45.0,45,46,5.6,4.6,3.6,1,1,1,66,11,0,0.0%,0,0,0,0,0,0,0.00,29,0,0,0,0.00,0.00,2,-3,0,0,0,3,10,7,3.5,2.3,7,0,3,36,0,20,29,4.14,17.0%,0,2.90,0.000,3,0.290,3,10,0.300,3.0,NA,9.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,36,vs KC,22,OUT,9.2,-3.6
3,12510,Jalen Milroe,QB,22.8,SEA,38.0,38,38,0.3,0.3,0.3,1,1,0,57,1,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,3,0,NA,3,3,2.0%,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,0,NA,0.00,0.0%,0.0%,0.0,NA,0,3,vs NO,5,·,DNP,DNP
3,1479,Keenan Allen,WR,33.4,LAC,12.0,12,13,19.5,16,12.5,1,1,0,86,56,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,59,0,3,1,11,6,65,9.3,5.9,0,0,0,65,0,NA,0,0,65.0%,NA,NA,NA,0,NA,4,11,0.364,4.0,42,23.4%,1.55,0,NA,NA,NA,NA,NA,0.071,NA,65,vs DEN,27,·,12.8,6.7
3,7002,Juwan Johnson,TE,29.0,NO,9.0,13,17,11.1,8.1,5.1,1,1,1,73,66,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,23,1,3,0,8,28,51,8.5,6.4,0,0,0,51,0,NA,0,0,90.0%,NA,NA,NA,0,NA,3,8,0.375,3.0,30,19.5%,1.70,0,NA,NA,NA,NA,NA,0.100,NA,51,@ SEA,15,·,11.0,0.1
3,8205,Isiah Pacheco,RB,26.6,KC,44.0,43,39,5.8,5.3,4.8,1,1,1,72,40,0,0.0%,0,0,0,0,0,0,0.00,45,0,0,0,0.00,0.00,1,-3,0,0,0,1,6,3,3.0,3.0,10,1,2,48,0,38,45,4.5,56.0%,2,3.80,0.200,2,0.580,2,11,0.182,2.0,NA,2.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,48,@ NYG,6,·,9.5,-3.7
3,7611,Rhamondre Stevenson,RB,27.6,NE,51.0,52,63,4.6,3.1,1.6,1,1,1,74,27,2,0.0%,0,0,0,0,0,0,0.00,18,0,0,0,0.00,0.00,3,7,0,1,0,3,31,38,12.7,12.7,4,2,1,56,0,13,18,4.5,36.0%,2,3.30,0.500,1,0.830,2,7,0.286,2.0,NA,8.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,56,vs PIT,23,·,10.8,-6.2
3,12497,Tory Horton,WR,22.8,SEA,14.0,10,6,18.2,16.7,15.2,1,1,0,57,28,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,24,0,0,1,4,8,32,10.7,8.0,0,0,0,32,0,NA,0,0,49.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,16,19.0%,2.00,0,NA,NA,NA,NA,NA,0.000,NA,32,vs NO,19,·,5.3,12.9
3,9494,Marvin Mims,WR,23.5,DEN,118.0,119,118,1.4,0.9,0.4,1,1,1,52,23,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,-2,0,0,0,4,6,4,4.0,1.0,0,0,0,4,0,NA,0,0,44.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,16,16.0%,0.25,0,NA,NA,NA,NA,NA,0.000,NA,4,@ LAC,25,·,7.6,-6.2
3,7090,Darnell Mooney,WR,27.9,ATL,43.0,43,46,8.4,6.4,4.4,1,1,1,66,59,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,35,2,3,0,11,9,44,11.0,4.0,0,0,0,44,0,NA,0,0,89.0%,NA,NA,NA,0,NA,3,11,0.273,3.0,37,25.6%,1.19,0,NA,NA,NA,NA,NA,0.081,NA,44,@ CAR,29,OUT,11.7,-3.3
3,11618,Jalen McMillan,WR,23.8,TB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NYJ,13,IR,IR,IR
3,12498,Mason Taylor,TE,21.4,NYJ,27.0,29,35,5.8,3.8,1.8,1,1,0,69,51,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,5,1,2,0,6,13,18,4.5,3.0,0,0,0,18,0,NA,0,0,74.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,30,16.7%,0.60,0,NA,NA,NA,NA,NA,0.067,NA,18,@ TB,8,·,4.9,0.9
3,8132,Tyler Allgeier,RB,25.4,ATL,67.0,69,71,1.4,0.9,0.4,1,1,0,66,6,0,0.0%,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,1,0,1,0,0,2,0,0,0.0,0.0,1,0,0,4,0,3,4,4,9.0%,0,2.90,0.000,0,0.290,0,3,0.000,0.0,NA,4.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,4,@ CAR,16,·,7.4,-6.0
3,12547,Kyle Williams,WR,22.8,NE,108.0,107,102,1.8,1.3,0.8,1,1,0,74,9,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,7,0,0,0,1,1,8,8.0,8.0,0,0,0,8,0,NA,0,0,12.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,8,2.7%,1.00,0,NA,NA,NA,NA,NA,0.000,NA,8,vs PIT,22,·,0.8,1.0
3,11646,Jalen Coker,WR,23.9,CAR,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ATL,30,IR,IR,IR
3,9508,Tyjae Spears,RB,24.3,TEN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs IND,24,·,DNP,DNP
3,4199,Aaron Jones,RB,30.8,MIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs CIN,1,IR,IR,IR
3,12521,Elijah Arroyo,TE,22.5,SEA,999.0,999,999,0,0,0,1,1,0,57,28,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,49.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NO,4,·,3.4,-3.4
3,1466,Travis Kelce,TE,36.0,KC,25.0,25,29,6.6,4.6,2.6,1,1,1,72,53,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,6,0,2,0,7,20,26,6.5,3.7,0,0,0,26,0,NA,0,0,74.0%,NA,NA,NA,0,NA,2,7,0.286,2.0,31,18.9%,0.84,0,NA,NA,NA,NA,NA,0.065,NA,26,@ NYG,23,·,12.2,-5.6
3,2449,Stefon Diggs,WR,31.8,NE,66.0,71,78,5.3,3.8,2.3,1,1,1,74,39,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,12,0,2,0,3,11,23,7.7,7.7,0,0,0,23,0,NA,0,0,53.0%,NA,NA,NA,0,NA,2,3,0.667,2.0,21,8.1%,1.10,0,NA,NA,NA,NA,NA,0.095,NA,23,vs PIT,22,·,10.7,-5.4
3,5848,Marquise Brown,WR,28.3,KC,44.0,47,49,8.2,6.2,4.2,1,1,1,72,49,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,30,0,2,0,6,12,42,10.5,7.0,0,0,0,42,0,NA,0,0,68.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,32,16.2%,1.31,0,NA,NA,NA,NA,NA,0.063,NA,42,@ NYG,3,·,12.4,-4.2
3,8154,Brian Robinson,RB,26.5,SF,62.0,61,55,2.2,2.2,2.2,1,1,0,65,6,0,0.0%,0,0,0,0,0,0,0.00,22,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,2,1,1,22,0,9,22,11,9.0%,1,4.60,0.500,1,0.960,1,2,0.500,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,22,vs ARI,12,·,5.7,-3.5
3,12536,Jaylin Noel,WR,23.0,HOU,116.0,117,116,1.4,0.9,0.4,1,1,0,63,9,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,-4,0,0,0,1,8,4,4.0,4.0,0,0,0,4,0,NA,0,0,14.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,6,2.6%,0.67,0,NA,NA,NA,NA,NA,0.000,NA,4,@ JAX,24,·,2.5,-1.1
3,12474,Woody Marks,RB,24.7,HOU,49.0,47,47,4.6,4.1,3.6,1,1,0,63,30,0,0.0%,0,0,0,0,0,0,0.00,27,0,0,0,0.00,0.00,1,2,1,0,0,2,7,9,9.0,4.5,6,1,0,36,0,25,27,4.5,48.0%,3,4.10,0.500,0,0.910,0,8,0.000,0.0,NA,5.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,36,@ JAX,29,·,6.4,-1.8
3,12457,Jaydon Blue,RB,21.7,DAL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CHI,7,·,DNP,DNP
3,12471,DJ Giddens,RB,22.1,IND,72.0,72,72,0.3,0.3,0.3,1,1,0,57,8,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,3,0,3,3,3,14.0%,0,3.30,0.000,0,0.330,0,1,0.000,0.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,3,@ TEN,3,·,2.6,-2.3
3,11562,Spencer Rattler,QB,25.0,NO,22.0,22,22,12.72,12.72,12.72,1,1,1,73,70,0,71.8%,116,39,28,11,11,1,83.10,228,2,1,218,5.59,7.79,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,10,0,NA,10,5,96.0%,NA,NA,NA,1,NA,13,41,NA,NA,NA,NA,NA,12,30.8%,2.72,15.4%,34.9%,8.4,NA,43,228,@ SEA,21,·,16.0,-3.3
3,11586,Blake Corum,RB,24.8,LAR,47.0,42,34,5.3,5.3,5.3,1,1,0,66,16,0,0.0%,0,0,0,0,0,0,0.00,53,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,8,0,4,53,0,31,53,6.63,24.0%,1,3.90,0.125,4,0.515,4,8,0.500,4.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,53,@ PHI,8,·,3.3,2.0
3,4039,Cooper Kupp,WR,32.3,SEA,68.0,65,63,5.1,4.1,3.1,1,1,1,57,31,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,16,0,1,0,3,15,31,15.5,10.3,0,0,0,31,0,NA,0,0,54.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,16,14.3%,1.94,0,NA,NA,NA,NA,NA,0.063,NA,31,vs NO,19,·,11.6,-6.5
3,6111,Jake Browning,QB,29.4,CIN,29.0,29,29,7.9,7.9,7.9,1,1,1,56,53,0,70.4%,56,27,19,5,8,2,63.80,143,3,1,140,5.19,7.37,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,3,0,NA,3,3,95.0%,NA,NA,NA,1,NA,7,28,NA,NA,NA,NA,NA,6,22.2%,3.08,7.4%,56.7%,4.6,NA,30,143,@ MIN,28,·,19.0,-11.1
