WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CMPOE,EPA/DB,VS,vsRK,INJ,PROJ,FPOE
15,5001,Dalton Schultz,TE,29.2,HOU,7.0,7,8,21.6,17.6,13.6,1,1,0,67,53,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,8,42,0,4,1,9,34,76,9.5,8.4,0,0,0,76,0,NA,0,0,79.1%,NA,NA,NA,0,NA,5,9,0.556,5.0,29,31.0%,2.62,0,NA,NA,NA,NA,NA,0.138,NA,76,NA,NA,vs ARI,9,·,8.8,12.8
15,11571,Isaiah Davis,RB,23.6,NYJ,18.0,17,17,13.5,13,12.5,1,1,0,68,26,0,0.0,0,0,0,0,0,0,0.00,58,0,0,0,0.00,0.00,1,6,0,0,0,1,1,7,7.0,7.0,9,0,1,65,1,23,58,6.44,38.2%,2,2.60,0.222,2,0.482,2,10,0.200,2.0,NA,3.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,@ JAX,28,·,5.1,8.4
15,12476,Devin Neal,RB,22.1,NO,28.0,28,27,10.2,9.7,9.2,1,1,1,69,22,0,0.0,0,0,0,0,0,0,0.00,28,0,0,0,0.00,0.00,1,3,0,0,0,1,1,4,4.0,4.0,7,0,2,32,1,17,28,4,31.9%,3,2.40,0.429,3,0.669,3,8,0.375,3.0,NA,3.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,vs CAR,10,OUT,13.2,-3.0
15,11643,Jaylen Wright,RB,22.5,MIA,65.0,65,66,2.1,1.6,1.1,1,1,0,50,4,0,0.0,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,1,0,0,0,0,1,9,9,9.0,9.0,1,0,0,11,0,2,2,2,8.0%,0,1.60,0.000,0,0.160,0,2,0.000,0.0,NA,3.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,@ PIT,23,·,4.1,-2.0
15,11596,Ben Sinnott,TE,23.3,WAS,34.0,28,22,4.6,4.1,3.6,1,1,0,61,35,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,22,0,1,0,1,14,36,36.0,36.0,0,0,0,36,0,NA,0,0,57.4%,NA,NA,NA,0,NA,1,1,1.000,1.0,10,5.3%,3.60,0,NA,NA,NA,NA,NA,0.100,NA,36,NA,NA,@ NYG,24,·,4.9,-0.3
15,12545,Tyler Shough,QB,26.0,NO,16.0,16,16,18.08,18.08,18.08,1,1,1,69,68,0,75.0,181,32,24,13,8,0,110.40,304,5,1,272,8.50,11.33,0,0,0,0,0,0,0,0,0.0,0.0,8,0,2,32,0,NA,32,4,98.6%,NA,NA,NA,2,NA,16,40,NA,NA,NA,NA,NA,14,43.8%,2.43,0.0%,17.9%,7.90,NA,39,304,+4.9%,+0.24,vs CAR,25,·,19.2,-1.1
15,9225,Tank Bigsby,RB,24.1,PHI,45.0,43,38,5.7,5.7,5.7,1,1,0,69,27,0,0.0,0,0,0,0,0,0,0.00,57,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,17,1,3,57,0,63,57,3.35,39.1%,4,3.70,0.235,3,0.605,3,18,0.167,3.0,NA,5.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,vs LV,12,·,1.7,4.0
15,11577,Will Shipley,RB,23.1,PHI,999.0,999,999,0,0,0,1,1,0,69,4,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,5.8%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LV,12,·,1.6,-1.6
15,4454,Kendrick Bourne,WR,30.2,SF,80.0,81,82,3.7,2.7,1.7,1,1,0,74,33,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,10,0,1,0,3,7,17,8.5,5.7,0,0,0,17,0,NA,0,0,44.6%,NA,NA,NA,0,NA,1,3,0.333,1.0,17,10.0%,1.00,0,NA,NA,NA,NA,NA,0.059,NA,17,NA,NA,vs TEN,10,·,1.8,1.9
15,12485,Tez Johnson,WR,23.4,TB,999.0,999,999,0,0,0,1,1,0,69,15,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,21.7%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs ATL,3,·,2.0,-2.0
15,7670,Joshua Palmer,WR,26.0,BUF,88.0,87,85,2.6,2.1,1.6,1,1,1,70,23,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,16,0,1,0,2,0,16,16.0,8.0,0,0,0,16,0,NA,0,0,32.9%,NA,NA,NA,0,NA,1,2,0.500,1.0,15,7.1%,1.07,0,NA,NA,NA,NA,NA,0.067,NA,16,NA,NA,@ NE,14,·,6.2,-3.6
15,7587,Dyami Brown,WR,25.9,JAX,104.0,104,104,-1.6,-1.6,-1.6,1,1,0,62,5,1,0.0,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,4,0,NA,4,4,8.1%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,vs NYJ,23,·,0.6,-2.2
15,11581,MarShawn Lloyd,RB,24.7,GB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DEN,29,IR,IR,IR
15,10219,Chris Rodriguez,RB,25.0,WAS,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ NYG,2,OUT,OUT,OUT
15,12543,Tahj Brooks,RB,23.4,CIN,999.0,999,999,0,0,0,1,1,0,76,1,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,1.3%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs BAL,14,·,0.5,-0.5
15,11569,Jarquez Hunter,RB,22.8,LAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs DET,31,OUT,OUT,OUT
15,10232,Michael Wilson,WR,25.6,ARI,17.0,19,17,16.4,13.9,11.4,1,1,1,66,56,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,46,0,2,1,11,8,54,10.8,4.9,0,0,0,54,0,NA,0,0,84.8%,NA,NA,NA,0,NA,3,11,0.273,3.0,35,27.5%,1.54,0,NA,NA,NA,NA,NA,0.057,NA,54,NA,NA,@ HOU,30,·,13.3,3.1
15,5995,Justice Hill,RB,27.9,BAL,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CIN,1,IR,IR,IR
15,8180,Jalen Nailor,WR,26.6,MIN,10.0,8,7,19.5,18,16.5,1,1,0,55,28,0,0.0,0,0,0,0,0,0,0.00,-2,0,0,0,0.00,0.00,3,47,0,1,2,5,0,47,15.7,9.4,1,0,0,45,0,NA,-2,-2,50.9%,NA,NA,NA,0,NA,3,6,0.500,3.0,16,20.8%,2.94,0,NA,NA,NA,NA,NA,0.063,NA,45,NA,NA,@ DAL,1,·,4.3,15.2
15,8698,Jake Tonges,TE,26.2,SF,999.0,999,999,0,0,0,1,1,0,74,2,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,2.7%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs TEN,16,·,0.4,-0.4
15,8123,Hassan Haskins,RB,25.8,LAC,999.0,999,999,0,0,0,1,1,0,66,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ KC,26,·,0.6,-0.6
15,4098,Kareem Hunt,RB,30.1,KC,54.0,55,56,3,2.5,2,1,1,0,61,30,0,0.0,0,0,0,0,0,0,0.00,12,0,0,0,0.00,0.00,1,-5,0,1,0,2,13,8,8.0,4.0,6,0,4,20,0,11,12,2,49.2%,0,1.80,0.000,4,0.180,5,8,0.625,5.0,NA,6.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,vs LAC,19,·,10.2,-7.2
15,11630,Roman Wilson,WR,24.3,PIT,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs MIA,25,·,0.3,-0.3
15,12540,Chimere Dike,WR,23.8,TEN,70.0,79,89,5,3,1,1,1,0,53,37,0,0.0,0,0,0,0,0,0,0.00,-7,0,0,0,0.00,0.00,4,-11,1,0,0,5,28,17,4.3,3.4,1,0,0,10,0,NA,-7,-7,69.8%,NA,NA,NA,0,NA,0,6,0.000,0.0,24,17.2%,0.71,0,NA,NA,NA,NA,NA,0.000,NA,10,NA,NA,@ SF,29,·,9.2,-4.2
15,8117,Jalen Tolbert,WR,26.6,DAL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs MIN,32,OUT,OUT,OUT
15,12523,Jimmy Horn,WR,23.0,CAR,95.0,95,95,1.7,1.2,0.7,1,1,0,57,4,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,1,0,0,0,1,6,7,7.0,7.0,0,0,0,7,0,NA,0,0,7.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,2,4.2%,3.50,0,NA,NA,NA,NA,NA,0.000,NA,7,NA,NA,@ NO,22,·,2.4,-0.7
15,12670,KeAndre Lambert-Smith,WR,24.0,LAC,45.0,41,32,8.6,8.1,7.6,1,1,0,66,21,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,16,0,0,1,1,0,16,16.0,16.0,0,0,0,16,0,NA,0,0,31.8%,NA,NA,NA,0,NA,1,1,1.000,1.0,12,3.4%,1.33,0,NA,NA,NA,NA,NA,0.000,NA,16,NA,NA,@ KC,19,·,1.8,6.8
15,12502,Gunnar Helm,TE,23.1,TEN,9.0,9,9,14.9,12.9,10.9,1,1,0,53,26,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,22,0,1,1,4,27,49,12.3,12.3,0,0,0,49,0,NA,0,0,49.1%,NA,NA,NA,0,NA,2,4,0.500,2.0,10,13.8%,4.90,0,NA,NA,NA,NA,NA,0.100,NA,49,NA,NA,@ SF,5,·,6.8,8.1
15,11651,Isaac Guerendo,RB,25.2,SF,999.0,999,999,0,0,0,1,1,0,74,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs TEN,13,·,0.8,-0.8
15,3321,Tyreek Hill,WR,31.6,MIA,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ PIT,8,IR,IR,IR
15,11557,Joe Milton,QB,25.6,DAL,999.0,999,999,0,0,0,1,0,0,70,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs MIN,30,·,·,·
15,7828,Noah Gray,TE,26.4,KC,999.0,999,999,0,0,0,1,1,0,61,23,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,37.7%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LAC,25,·,2.4,-2.4
15,6149,Darius Slayton,WR,28.7,NYG,41.0,44,44,9.3,7.3,5.3,1,1,1,68,59,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,43,2,3,0,10,10,53,13.3,5.3,0,0,0,53,0,NA,0,0,86.8%,NA,NA,NA,0,NA,3,10,0.300,3.0,39,27.0%,1.36,0,NA,NA,NA,NA,NA,0.077,NA,53,NA,NA,vs WAS,9,·,9.6,-0.3
15,10218,Xavier Hutchinson,WR,25.3,HOU,87.0,86,84,2.6,2.1,1.6,1,1,0,67,20,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,4,0,1,0,2,12,16,16.0,8.0,0,0,0,16,0,NA,0,0,29.9%,NA,NA,NA,0,NA,1,2,0.500,1.0,12,6.9%,1.33,0,NA,NA,NA,NA,NA,0.083,NA,16,NA,NA,vs ARI,17,·,3.9,-1.3
15,9481,Luke Musgrave,TE,25.1,GB,17.0,17,18,9.2,7.2,5.2,1,1,1,66,34,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,34,1,2,0,6,18,52,13.0,8.7,0,0,0,52,0,NA,0,0,51.5%,NA,NA,NA,0,NA,2,6,0.333,2.0,24,15.0%,2.17,0,NA,NA,NA,NA,NA,0.083,NA,52,NA,NA,@ DEN,11,·,3.5,5.7
15,5857,Noah Fant,TE,27.8,CIN,999.0,999,999,0,0,0,1,1,0,76,18,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,23.7%,NA,NA,NA,0,NA,0,0,NA,0.0,5,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs BAL,26,·,4.9,-4.9
15,5906,Dawson Knox,TE,28.9,BUF,8.0,8,6,18.7,17.2,15.7,1,1,1,70,45,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,21,0,1,2,4,16,37,12.3,9.3,0,0,0,37,0,NA,0,0,64.3%,NA,NA,NA,0,NA,3,4,0.750,3.0,17,14.3%,2.18,0,NA,NA,NA,NA,NA,0.059,NA,37,NA,NA,@ NE,13,·,4.9,13.8
15,12482,Savion Williams,WR,23.8,GB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DEN,28,OUT,OUT,OUT
15,7528,Najee Harris,RB,27.6,LAC,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ KC,26,IR,IR,IR
15,12544,LeQuint Allen,RB,21.2,JAX,59.0,59,61,2.6,2.1,1.6,1,1,0,62,18,0,0.0,0,0,0,0,0,0,0.00,11,0,0,0,0.00,0.00,1,-2,0,0,0,1,7,5,5.0,5.0,4,0,0,16,0,10,11,2.75,29.0%,1,2.60,0.250,0,0.510,0,5,0.000,0.0,NA,3.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,vs NYJ,3,·,2.5,0.1
15,8143,Jerome Ford,RB,26.0,CLE,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CHI,16,IR,IR,IR
15,12467,Jordan James,RB,21.5,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs TEN,13,OUT,OUT,OUT
15,11623,Jordan Whittington,WR,25.0,LAR,999.0,999,999,0,0,0,1,1,0,72,4,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,5.6%,NA,NA,NA,0,NA,0,1,0.000,0.0,4,2.6%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs DET,2,·,1.3,-1.3
15,3161,Carson Wentz,QB,32.7,MIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DAL,1,IR,IR,IR
15,19,Joe Flacco,QB,40.7,CIN,999.0,999,999,0,0,0,1,0,0,76,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs BAL,14,·,·,·
15,7562,Tutu Atwell,WR,26.0,LAR,93.0,93,93,1.9,1.4,0.9,1,1,0,72,4,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,9,0,0,0,2,0,9,9.0,4.5,0,0,0,9,0,NA,0,0,5.6%,NA,NA,NA,0,NA,0,2,0.000,0.0,4,5.3%,2.25,0,NA,NA,NA,NA,NA,0.000,NA,9,NA,NA,vs DET,2,·,1.2,0.7
15,10235,Roschon Johnson,RB,24.6,CHI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs CLE,21,IR,IR,IR
15,10226,Andrei Iosivas,WR,26.0,CIN,999.0,999,999,0,0,0,1,1,0,76,68,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,89.5%,NA,NA,NA,0,NA,0,1,0.000,0.0,40,2.6%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs BAL,11,·,6.7,-6.7
15,12511,Will Howard,QB,24.0,PIT,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs MIA,12,·,·,·
15,8917,KaVontae Turpin,WR,29.2,DAL,83.0,85,88,3.2,2.2,1.2,1,1,0,70,14,0,0.0,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,2,-4,0,0,0,2,14,10,5.0,5.0,1,1,0,12,0,NA,2,2,20.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,8,5.3%,1.25,0,NA,NA,NA,NA,NA,0.000,NA,12,NA,NA,vs MIN,32,·,4.7,-1.5
15,11783,Ryan Flournoy,WR,25.9,DAL,50.0,52,55,8,6,4,1,1,0,70,45,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,1,0,3,0,5,39,40,10.0,8.0,0,0,0,40,0,NA,0,0,64.3%,NA,NA,NA,0,NA,3,5,0.600,3.0,28,13.2%,1.43,0,NA,NA,NA,NA,NA,0.107,NA,40,NA,NA,vs MIN,32,·,4.7,3.3
15,11435,Emanuel Wilson,RB,26.4,GB,77.0,77,73,0.3,0.3,0.3,1,1,0,66,13,0,0.0,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,3,0,NA,3,1.5,19.7%,NA,NA,NA,0,NA,0,2,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,@ DEN,29,·,5.3,-5.0
15,8119,Jahan Dotson,WR,25.5,PHI,999.0,999,999,0,0,0,1,1,0,69,37,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,53.6%,NA,NA,NA,0,NA,0,0,NA,0.0,14,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs LV,6,·,3.6,-3.6
15,7694,Tommy Tremble,TE,25.3,CAR,42.0,43,45,3.3,2.3,1.3,1,1,1,57,28,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,3,1,1,0,4,10,13,6.5,3.3,0,0,0,13,0,NA,0,0,49.1%,NA,NA,NA,0,NA,1,4,0.250,1.0,12,16.7%,1.08,0,NA,NA,NA,NA,NA,0.083,NA,13,NA,NA,@ NO,22,·,2.9,0.4
15,9497,Jalin Hyatt,WR,24.0,NYG,999.0,999,999,0,0,0,1,1,0,68,4,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,5.9%,NA,NA,NA,0,NA,0,1,0.000,0.0,3,2.7%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs WAS,9,·,1.1,-1.1
15,12500,Quinn Ewers,QB,22.4,MIA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ PIT,7,·,·,·
15,11629,Devontez Walker,WR,24.3,BAL,999.0,999,999,0,0,0,1,1,1,41,25,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,61.0%,NA,NA,NA,0,NA,0,0,NA,0.0,8,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,@ CIN,27,·,2.8,-2.8
15,9479,Darnell Washington,TE,24.1,PIT,28.0,29,32,5.5,4,2.5,1,1,1,66,48,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,-1,0,1,0,4,26,25,8.3,6.3,0,0,0,25,0,NA,0,0,72.7%,NA,NA,NA,0,NA,1,4,0.250,1.0,17,14.8%,1.47,0,NA,NA,NA,NA,NA,0.059,NA,25,NA,NA,vs MIA,4,·,6.4,-0.9
15,11199,Emari Demercado,RB,26.7,ARI,62.0,67,77,2.1,1.1,0.1,1,1,0,66,7,0,0.0,0,0,0,0,0,0,0.00,1,0,0,0,0.00,0.00,2,-1,0,0,0,3,1,0,0.0,0.0,1,0,0,1,0,1,1,1,10.6%,0,0.80,0.000,0,0.080,0,4,0.000,0.0,NA,7.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,@ HOU,24,·,6.4,-4.3
15,4040,JuJu Smith-Schuster,WR,28.8,KC,999.0,999,999,0,0,0,1,1,1,61,32,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,1,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,52.5%,NA,NA,NA,0,NA,0,1,0.000,0.0,20,3.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs LAC,31,·,6.3,-6.3
15,1426,DeAndre Hopkins,WR,33.3,BAL,74.0,71,66,4.2,3.7,3.2,1,1,0,41,13,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,8,0,1,0,1,24,32,32.0,32.0,0,0,0,32,0,NA,0,0,31.7%,NA,NA,NA,0,NA,1,1,1.000,1.0,10,8.3%,3.20,0,NA,NA,NA,NA,NA,0.100,NA,32,NA,NA,@ CIN,27,·,6.4,-2.2
